RANumb,Text,Label
ra5,"Effective Date: August 28, 2023",Updated Privacy Policy
ra5,"Effective Date: August 28, 2023",Updated Privacy Policy
ra5,"The types of personal information we collect and share depend on the product or service you have with us. This information can include:\nSocial Security number and driver’s license number\naccount balances and payment history\nincome, credit history and employment information",Categories of Personal Information Collected
ra5,"For our everyday business purposes – such as to process your transactions, maintain your account(s), respond to court orders and legal investigations, or report to credit bureaus",Categories of Personal Information Shared / Disclosed
ra5,For our marketing purposes –\n\nto offer our products and services to you,Categories of Personal Information Shared / Disclosed
ra5,For joint marketing with other financial companies\n\nYes,Categories of Personal Information Shared / Disclosed
ra5,For our affiliates’ everyday business purposes –\n\ninformation about your transactions and experiences,Categories of Personal Information Shared / Disclosed
ra5,For our affiliates’ everyday business purposes –\n\ninformation about your creditworthiness,Categories of Personal Information Shared / Disclosed
ra5,For our affiliates to market to you,Categories of Personal Information Shared / Disclosed
ra5,For our nonaffiliates to market to you,Categories of Personal Information Shared / Disclosed
ra5,To limit our sharing\nClick here; or\nCall (844) 732-2556,Methods to exercise rights
ra5,"We collect your personal information, for example, when you\nvisit our website\napply for financing or give us your income information\nprovide employment information or give us your contact information\npay your bills\nWe also collect your personal information from others, such as credit bureaus, affiliates or other companies.",Categories of Personal Information Collected
ra5,"California residents: We will not share personal information with nonaffiliates to market to you, except with your express consent. We will limit sharing among our affiliates and joint marketing to the extent required by California law",Categories of Personal Information Shared / Disclosed
ra5,"Effective Date: June 30, 2023",Updated Privacy Policy
ra5,"Changes: We may update this Consumer Notice from time-to-time. The current Consumer Notice will be effective when posted. Please check this Consumer Notice periodically for updates as your continued use after an update will signify your acceptance of the new policy. If any of the changes are unacceptable to you, you should cease interacting with us. When required under applicable law, we will notify you of any changes to this Consumer Notice by posting an updated Consumer Notice on this website.",Updated Privacy Policy
ra5,"B. Sources of Personal Information\n\nWe collect information about you and how you interact with us in several ways, including:\n\nInformation you provide to us directly. Our website, mobile site, application, and/or other service, regardless of how distributed, transmitted, published, or broadcast (each, a ""Service"") may allow you and/or other users to create, post, store, and share content, including but not limited to messages, text, photos, graphics, videos, software, code, and other materials (collectively, ""User Content""). We collect the information you provide to us directly, such as when registering and/or set up an account/profile to access the Service or Digital Properties, including by submitting User Content.\nInformation automatically collected or inferred from your online interaction with us. We automatically collect technical information about your online interactions with us (such as IP address or other unique identifier related to you or your laptop, personal computer, browser, mobile device, tablet, or other device (a ""Device"" or ""Devices""), Device location, characteristics, and capabilities, prior and current web activity, your Carvana website activities and related click data, and browsing preferences when you visit or interact with our Service or Digital Properties (“Usage Information”).\nInformation from public sources, including government entities from which public records are obtained and information you submit in public forums.\nInformation from third parties. We receive information about you and your interactions with us from third parties, such as identity verification partners, marketing and advertising providers, social media companies, ad networks, lead generators, data brokers, and companies that provide or sell lists of potential purchasers.",Categories of Personal Information Collected
ra5,"Information automatically collected or inferred from your online interaction with us. We automatically collect technical information about your online interactions with us (such as IP address or other unique identifier related to you or your laptop, personal computer, browser, mobile device, tablet, or other device (a ""Device"" or ""Devices""), Device location, characteristics, and capabilities, prior and current web activity, your Carvana website activities and related click data, and browsing preferences when you visit or interact with our Service or Digital Properties (“Usage Information”).",Categories of Personal Information Shared / Disclosed
ra5,"Plaid Technologies, Inc. (“Plaid”): if you elect to link to Plaid during your use of the Service or Digital Properties, we may use Plaid to gather certain data from financial institutions. By electing to link to Plaid, you grant us and Plaid the right, power, and authority to act on your behalf to access and transmit your personal and financial information from the relevant financial institution. By electing to link to Plaid, you agree to your personal and financial information being transferred, stored, and processed by us and Plaid in accordance with this Consumer Notice and the Plaid Privacy Policy.",Categories of Personal Information Shared / Disclosed
ra5,"With Whom We Share Your Personal Information\n\nWe may share your Personal Information with the categories of recipients described below:\n\nAffiliates and subsidiaries: We may share your Personal Information within the Carvana group of companies, which includes parents, corporate affiliates, subsidiaries, business units, and other companies that share common ownership for the purposes described above.\nService providers: We may share your Personal Information with service providers working on our behalf in order to facilitate our interactions with you or request or support our relationship with you, such as hosting service providers, IT providers, operating systems and platforms, internet service providers, analytics companies, and marketing providers (e.g., we may share your email address with our outbound email marketing provider). We may contract with other companies to provide certain services, including identity verification, email distribution, market research, promotions management, and payment processing. We take reasonable efforts to provide these companies with only the information they need to perform services on our behalf.\nThird parties necessary to complete a transaction or request. We may disclose information to third parties to provide you with services or benefits you may request, such as shipping vendors. We may also share information with third parties at your direction, such as if you direct us to send or receive information from third parties using Plaid, or if you interact with other users of the Service or Digital Properties.\nBusiness partners and other third parties: We may also provide your Personal Information or provide access to your Personal Information to our business partners who may use it for their own purposes, such as supplemental product providers, including those who offer vehicle accessories, insurance, and other partners who work with us on promotional or sponsorship opportunities, including co-branded products and services; advertisers, ad platforms and networks, and social media platforms; lead generators; and third parties whose cookies and tracking tools we use as described in Section F (Cookies and Tracking Technologies).\nFor legal, security, and safety purposes: We may share your Personal Information with third parties such as law enforcement or other government agencies to comply with law or legal requirements; to enforce or apply our User Agreement and other agreements; and to protect our rights, property, and safety, and of our users and third parties.\nIn connection with a corporate transaction: We may transfer any information we have about you in connection with a change in corporate control, including but not limited to a merger or sale (including transfers made as part of insolvency or bankruptcy proceedings) involving all or part of Carvana or as part of a corporate reorganization or stock sale.",Categories of Personal Information Shared / Disclosed
ra5,"In connection with a corporate transaction: We may transfer any information we have about you in connection with a change in corporate control, including but not limited to a merger or sale (including transfers made as part of insolvency or bankruptcy proceedings) involving all or part of Carvana or as part of a corporate reorganization or stock sale.",Categories of Personal Information Sold
ra5,"We may also de-identity, anonymize, or aggregate Personal Information to share with third parties for any purpose.",Categories of Personal Information Shared / Disclosed
ra5,"How We Use Cookies and Tracking Technologies\n\nWe and authorized third parties may also collect information, which may include Personal Information, via cookies, web beacons, tracking pixels, embedded scripts, location-identifying technologies, Device recognition technologies, in-app tracking methods, Device and activity monitoring, session replay technologies, or other manual, passive, or automatic tracking technologies, programs, or platforms (“Tracking Technologies”).",Categories of Personal Information Shared / Disclosed
ra5,"Cookies\nA cookie is a small text file that is stored on a user’s Device. We may place cookies on your Device(s), which may last only during a single session or may be persistent over multiple sessions over time. Session cookies make it easier for you to navigate the Service and Digital Properties and expire when you close your browser. ",Categories of Personal Information Collected
ra5,"Web Beacons (“Tracking Pixels”)\nWeb beacons are small graphic images, also known as “tracking pixels,” “Internet tags,” or “clear gifs,” embedded in web pages and e-mail messages. Web beacons may be used to count the number of visitors to the Service and Digital Properties, facilitate marketing, to monitor how users navigate the Service and Digital Properties, and to count content views.",Categories of Personal Information Collected
ra5,"Device Recognition Technologies\nWe may use device recognition technologies, including application of statistical probability to data sets, as well as linking a common unique identifier to different device use (e.g., Facebook ID), which attempt to recognize or make assumptions about users and devices (e.g., that a user of multiple devices is the same user or household) (“Cross-device Data”).\n\nIn-App Tracking Methods\nThere are a variety of Tracking Technologies that may be included in mobile applications, and these are not browser-based like cookies and cannot be controlled by browser settings. Some use device identifiers or other identifiers such as “Ad IDs,” or may use “SDKs,” to associate app user activity to a particular app and to track user activity across apps and/or devices. ",Categories of Personal Information Collected
ra5,"In-App Tracking Methods\nThere are a variety of Tracking Technologies that may be included in mobile applications, and these are not browser-based like cookies and cannot be controlled by browser settings. Some use device identifiers or other identifiers such as “Ad IDs,” or may use “SDKs,” to associate app user activity to a particular app and to track user activity across apps and/or devices. SDKs are blocks of code that may be installed in our mobile application by third party companies with which we work. ",Categories of Personal Information Shared / Disclosed
ra5,"Disclosures of your information. We may disclose Personal Information to third parties or permit third parties to place Tracking Technologies on our website(s) to allow these third parties to directly collect Personal Information from you, such as social media companies, advertising networks, companies that provide analytics including ad tracking and reporting, security providers, and others that help us operate our business, including the Services and Digital Properties. These companies use this information to provide you with more relevant advertising tailored to your interest based on your browsing of the Service and Digital Properties and elsewhere on the Internet, sometimes known as “interest-based advertising” and “online behavioral advertising (“Interest-based Advertising”) which may include sending you an ad on another online service after you have left the Service or Digital Properties (i.e., “retargeting”).\n\nOur disclosures of information to third parties may include the following:\n\nGoogle Analytics. We use Google Analytics to analyze traffic to our website(s) in order to help us understand our customers' and visitors' needs and to continually improve our site(s) for them. The data they collect on our behalf may include, but is not limited to, search engine referral, affiliate referrals, traffic driven by banner ads or other online promotions, how visitors navigate around the site, and the most popular pages. We also collect certain technical information, such as the browser version and operating system",Categories of Personal Information Shared / Disclosed
ra5,"Google Analytics. We use Google Analytics to analyze traffic to our website(s) in order to help us understand our customers' and visitors' needs and to continually improve our site(s) for them. The data they collect on our behalf may include, but is not limited to, search engine referral, affiliate referrals, traffic driven by banner ads or other online promotions, how visitors navigate around the site, and the most popular pages. We also collect certain technical information, such as the browser version and operating system",Categories of Personal Information Collected
ra5,"Social media companies. We use social media Tracking Technologies (such as the Meta Pixel and/or related Meta business tools) that may allow third parties, including Meta, to collect or receive information from our Services, Digital Properties, and/or elsewhere on the Internet and use that information to provide measurement services and target ads",Categories of Personal Information Shared / Disclosed
ra5," In addition, we may serve ads on other online services that are targeted to reach people on those services that are also identified in one or more of our databases (“Matched List Ads”). This is done by using Tracking Technologies or by matching common factors between our databases and the databases of the other online services. For instance, we may use such ad services offered by Meta or Twitter and other third-party services. ",Categories of Personal Information Shared / Disclosed
ra5,"To comply with legal or compliance requirements, such as compliance training, investigating and responding to legal claims, responding to law enforcement requests, or as otherwise required by law;",Categories of Personal Information Shared / Disclosed
ra5,"The occurrence of mergers and acquisitions, including in the event Carvana undergoes a corporate reorganization such as a merger, acquisition, sale of part or all of its business, or other related event (including transfers made as part of insolvency or bankruptcy proceedings) involving all or part of Carvana or as part of a corporate reorganization or stock sale, in which data may be collected, used, or shared for the purpose of negotiating or completing such transactions;\nPerforming or improving services, such as maintaining or servicing accounts, providing customer service, facilitating communications between users, providing consumers with requested or personalized content, communicating with you about new features, products, or services, processing or fulfilling orders and transactions, tailoring the services that we offer to your needs; verifying your information, processing payments, providing financing, providing analytic services, or providing similar services on behalf of Carvana;\nQuality assurance, including undertaking activities to verify or maintain the quality or safety of a service or device that is owned, manufactured, manufactured for, or controlled by Carvana, and to improve, upgrade, or enhance the Service and Digital Properties or a device that is owned, manufactured, manufactured for, or controlled by Carvana;",Categories of Personal Information Shared / Disclosed
ra5,"California residents may exercise the following rights, subject to legal limitations and applicable exceptions, via our Privacy Portal at https://privacyportal.carvana.com/ or by calling 800-333-4554.",Methods to exercise rights
ra5,Right to Delete. You have the right to request that we delete personal information that we have collected from you.,Description of Right to Delete
ra5,Right to Correct. You have the right to request that we correct inaccurate information that we maintain about you.,Description of Right to Correct Information
ra5,Right to Opt Out. You have the right to opt out of the sale of your personal information.,Description of Right to Opt-out of sale of PI
ra5,"To fully exercise the Right to Opt Out, you must both: (A) submit an Opt-Out of Sale/Sharing request through our Privacy Portal and (B) disable the “Sale/Sharing” toggle through . Disabling the “Sale/Sharing” through Your Privacy Choices will place a cookie on your browser signaling that you have opted out of such online activities. Please note:\n\nThe opt-out cookie only applies to the Carvana website and only to the browser and Device you are using at the time you make the selection. You will also need to disable the “Sale/Sharing” toggle through Your Privacy Choices from each browser on each Device you use, and on each Carvana website you access.\nIf you clear cookies on your browser, you will need to disable the “Sale/Sharing” toggle through Your Privacy Choices from that browser again.\nIf you have blocked cookies through your browser settings, we will be unable to comply with your opt out request.",Description of Right to Opt-out of sale of PI
ra5,"In accordance with applicable law, we will not discriminate against you for exercising these rights.",Description of Right to Non-discrimination on exercising rights
ra5,"Effective Date: June 30, 2023",Updated Privacy Policy
ra5,"Changes: We may update this Applicant Privacy Notice from time to time. Any updated Applicant Privacy Notice will be effective when posted. Please check this Applicant Privacy Notice periodically for updates. If required by law, we will contact you directly to provide you with an updated Applicant Privacy Notice.",Updated Privacy Policy
ra5,"Sources of Personal Data\n\n“Personal Data” is any information relating to an identified or identifiable natural person.\n\nWe collect Personal Data about you from the following sources:\n\nDirectly from you. We may collect Personal Data you provide to us directly, such as when you complete a paper or online application (including on a dedicated online talent management platform), communicate with us in connection with your application, provide references, or participate in an interview or any aptitude test or assessment (including online). We may also collect your Personal Data when you decide to complete questionnaires, such as a satisfaction survey or a diversity and inclusion questionnaire.\nData collected automatically and through tracking technologies. We may automatically collect information or inferences about you, such as through cookies and tracking technologies if you interact with our Digital Properties. This may include information about how you use and interact with our Digital Properties, information about your Device, and internet usage information.\nInformation from public sources, including government entities from which public records are obtained and information you submit in public forums.\nFrom third parties. We may collect Personal Data from third parties, such as companies or individuals who direct or refer you to us (including third-party staffing or recruiting firms or individuals who suggest or identify you, as well as from publicly available sources and third-party professional social networking websites). Where permitted or otherwise authorized by law, we may also collect information received from third parties in connection with references or background checks.",Categories of Personal Information Collected
ra5,"Types of Personal Data We Collect\n\nWe may collect the following types of Personal Data about you such as:\n\nIdentifiers, such as your name, email address, physical address, telephone number, and other contact information.\nRecords About You, such as\nSignatures; and\nYour physical characteristics or a description of you;\nProtected class and demographic information, such as your age (including birthdates), military or veteran status, and your gender.\nCommercial information, such as salary and wage information and history, credit check history, household income data, and loan information.\nInternet or other electronic network activity information, such as your browsing history, search history, and information regarding your interactions with and use of our Digital Properties, including via cookies and other tracking technologies. Please see Section 5 for further information.\nGeolocation data, such as your location as derived from your IP address.\nAudio, electronic, visual, or other sensory information, such as photographs or security camera footage in public areas of Carvana’s facilities (including reception, the work floor, conference rooms, parking, and other general areas) if you participate in on-site activities, such as a job fair, job interview or aptitude test, as well as photographs, audio, or footage collected in the course of video interviews or through an online applicant platform, or other recordings.\nProfessional or employment-related information, such as resume or curriculum vitae information, certifications, qualifications, membership in professional bodies, employment history, job preferences (including your willingness to relocate or travel), documentation required under immigration and employment laws (such as citizenship, visa data, details of residency, and work permit information), and such other information you provide. We may also collect and process information about you generated during or after interviews and related activities, such as tests or satisfaction surveys. This information may come directly from you or from our employees or contractors. In addition, we may collect information about criminal convictions and offenses, such as information from legal proceedings, disciplinary information or sanctions from previous jobs, and information from background checks, drug-screening and employment eligibility checks.\nEducation Information, such as education history, professional qualifications, academic certificates and licenses, languages spoken, and other relevant skills.\nInferences drawn from any of the information we collect, such as likelihood of your profile being a good fit with our internal team and long-term prospects with Carvana, or to detect and prevent potential fraud.\nSensitive Personal Data, including the following, where permissible or required under applicable laws and regulations:\nSocial Security number, driver’s license, state identification card, or passport number.\nAccount log-in information.\nRacial or ethnic origin, religious or philosophical beliefs, or union membership.\nInformation about your health, such as disability status and information about such disability, drug-test results, vaccination status, and food intolerances (if, for instance, we invite you for a meal or we book a flight for your job interview).\nInformation about your sexual orientation.",Categories of Personal Information Collected
ra5,"Types of Personal Data We Collect\n\nWe may collect the following types of Personal Data about you such as:\n\nIdentifiers, such as your name, email address, physical address, telephone number, and other contact information.\nRecords About You, such as\nSignatures; and\nYour physical characteristics or a description of you;\nProtected class and demographic information, such as your age (including birthdates), military or veteran status, and your gender.\nCommercial information, such as salary and wage information and history, credit check history, household income data, and loan information.\nInternet or other electronic network activity information, such as your browsing history, search history, and information regarding your interactions with and use of our Digital Properties, including via cookies and other tracking technologies. Please see Section 5 for further information.\nGeolocation data, such as your location as derived from your IP address.\nAudio, electronic, visual, or other sensory information, such as photographs or security camera footage in public areas of Carvana’s facilities (including reception, the work floor, conference rooms, parking, and other general areas) if you participate in on-site activities, such as a job fair, job interview or aptitude test, as well as photographs, audio, or footage collected in the course of video interviews or through an online applicant platform, or other recordings.\nProfessional or employment-related information, such as resume or curriculum vitae information, certifications, qualifications, membership in professional bodies, employment history, job preferences (including your willingness to relocate or travel), documentation required under immigration and employment laws (such as citizenship, visa data, details of residency, and work permit information), and such other information you provide. ",Categories of Personal Information Shared / Disclosed
