RANumb,Text,Label
ra5,This policy was last updated on 06/13/2023,Updated Privacy Policy
ra5,"Information You Submit to BeenVerified\nWe collect information that you provide when you use the Site, including, but not limited to, when you submit an online application to become a BeenVerified member (""Member""), which enables you to utilize a host of services made available to Members by and through the Site (""Member Services""); when you submit a request to opt out of BeenVerified’s People Search results; when you conduct a BeenVerified Check; or when you contact us with a question, comment, or request. This can include, but is not limited to, your: (a) email address; (b) full name; (c) company name; (d) date of birth; (e) password; (f) mailing address; (g) credit card information; and (h) information associated with a Search Subject (such as a name, age, or address) that you use to conduct a BeenVerified Check.",Categories of Personal Information Collected
ra5,"This can include, but is not limited to, your: (a) email address; (b) full name; (c) company name; (d) date of birth; (e) password; (f) mailing address; (g) credit card information; and (h) information associated with a Search Subject (such as a name, age, or address) that you use to conduct a BeenVerified Check.",Categories of Personal Information Shared / Disclosed
ra5,"Information Collected Automatically About Your Usage\nAs is true of most web sites, we gather certain information automatically and store it in log files. This information may include internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, operating system, date/time stamp, and/or clickstream data. We may combine this automatically collected log information with other information we collect about you. We do this to improve services we offer you, to improve marketing, analytics, or site functionality.\n\nWhen you visit the Site, we or our third-party service providers may use a ""Cookie"" – a small, text-only file that we save to your hard drive – or similar technologies to automatically collect and store non-personally-identifiable information about your usage of the Site such as your IP address, your browser type, the links and items you click on, ad impressions on your web browser, and the web pages you visit. Cookies enhance your experience at the Site, and are in many instances necessary for the provision of Member Services. For example, we use Cookies to store your password so you don’t have to enter it more than once, and to recognize you if you return to the Site using the same web browser.",Categories of Personal Information Collected
ra5,"This information may include internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, operating system, date/time stamp, and/or clickstream data. We may combine this automatically collected log information with other information we collect about you.",Categories of Personal Information Shared / Disclosed
ra5,"When you visit the Site, we or our third-party service providers may use a ""Cookie"" – a small, text-only file that we save to your hard drive – or similar technologies to automatically collect and store non-personally-identifiable information about your usage of the Site such as your IP address, your browser type, the links and items you click on, ad impressions on your web browser, and the web pages you visit",Categories of Personal Information Shared / Disclosed
ra5, We will not collect any precise geolocation information from you or your mobile device unless you expressly consent to such collection.,Categories of Personal Information Collected
ra5,"Third parties with whom we partner to provide certain features on our site or to display advertising based upon your Web browsing activity use programs that incorporate local stored objects (""LSOs"") such as HTML 5 or Flash to collect and store information on your computer.",Categories of Personal Information Shared / Disclosed
ra5,"Behavioral Targeting / Re-Targeting\nWe utilize third party ad networks, such as Google, to either display advertising on our Web site or to manage our advertising on other sites. Our ad network partners may use cookies and Web beacons to collect non-personal information about your activities on this and other Web sites to provide you targeted advertising based upon your interest",Categories of Personal Information Shared / Disclosed
ra5,"We also may aggregate, anonymize, or merge any of the information we collect through the Site or elsewhere for these purposes, except as expressly stated otherwise in this Privacy Policy. This may include linking your Member account information with information collect through Cookies for purposes such as identifying what areas of the Site are most relevant to you and allowing us to better tailor the Site and our communications to your interests.",Categories of Personal Information Collected
ra5,"e may share the information we collect from you with third parties for the following purposes:\n\nwith affiliates and service providers who work on our behalf including, but not limited to: credit card processing companies to process your payments for goods and services and to verify that your credit card account is valid and active; data partners to process data on our behalf (e.g., by removing duplicate information from user lists, by analyzing data); and marketing partners who may market our products to you on our behalf and provide analysis of such marketing efforts. ",Categories of Personal Information Shared / Disclosed
ra5,"In addition, apart from the circumstances described above, we will not share your credit card information with any third parties without your prior informed consent, although notwithstanding the foregoing, we reserve the right to share with third parties the fact that we have credit card information about you on file;\nin connection with providing the BeenVerified Checks, with certain third-party companies (such as data partners) for the sole and exclusive purpose of verifying information applicable to the particular Search Subject.",Categories of Personal Information Shared / Disclosed
ra5,"to any acquiring entity in connection with any sale, merger, consolidation, change in control, transfer of substantial assets, reorganization, or liquidation of BeenVerified;\nto respond to a subpoena, court order, or legal process served on us or otherwise to comply with the law;\nwhen we believe that disclosure is necessary to protect the rights of BeenVerified, its parents, subsidiaries, affiliates, joint ventures, or third-party service providers, and each of their respective members, officers, directors, employees, agents, shareholders, co-branders, content licensors, suppliers, contractors, attorneys, and other partners, such as to enforce or apply this Privacy Policy, the Terms and Conditions, and other applicable BeenVerified agreements and policies; and\nto protect the rights, property, or safety of you or others (e.g., by exchanging information with other companies and organizations for fraud protection purposes, by providing information to law enforcement where we believe the Site is being or has been used to commit unlawful acts).",Categories of Personal Information Shared / Disclosed
ra5,"to any acquiring entity in connection with any sale, merger, consolidation, change in control, transfer of substantial assets, reorganization, or liquidation of BeenVerified;",Categories of Personal Information Sold
ra5,We do not share precise geolocation information (such as collected from your mobile device) with third parties unless you expressly consent to such sharing (except where in response to a valid subpoena or the like).,Categories of Personal Information Shared / Disclosed
ra5,"Changes to Our Privacy Policy\nBeenVerified may amend or modify this Privacy Policy, in whole or in part, from time to time in its sole discretion, effective immediately upon prominently posting a link to those changes on our Site's homepage or directly communicating them to you. If we make material changes to this Privacy Policy, we will notify you here, at the email address associated with your Member or BeenVerified Opt-Out account, or by means of a notice on our home page prior to the change becoming effective. Your continued use of or access to the Site or any Member Services after any posted amendment or modification to this Privacy Policy or receipt of a Privacy Policy change notification email constitutes an affirmative acknowledgment and acceptance by you of the amended or modified Privacy Policy.",Updated Privacy Policy
ra5, Please note that we never sell Personal information obtained from you under any circumstances.,Categories of Personal Information Sold
ra5,"Various methods for submitting requests are referenced above, as well as the specific types of Public information we obtain from publicly available data sources and/or Personal information we collect directly from our users. Per CCPA, in response to verified requests for disclosure, we will provide those ""categories"" of information we obtain or collect. ",Description of Right to Know PI Collected
ra5,"Sale of Public information:\nCCPA sets forth certain obligations for businesses that “sell” personal information. We do not sell Personal information obtained from our site's visitors or subscribers, such as a name or email address provided when subscribing to our Site (unless such information happens to also be publicly available ""Public"" information that was NOT obtained from such visitors or subscribers but was instead obtained from publicly available data sources independent of anything visitors or subscribers may have provided us). As permitted by law and CCPA regulatory guidance, we may need to share certain limited information about your activity, for example through cookies (see above), with third parties in certain instances--you can control these cookies through browser settings--but this limited sharing would not constitute a sale of Personal information.",Categories of Personal Information Sold
ra5,"Non-discrimination for exercising your rights:\nIn addition to including information as to how you can exercise your rights under CCPA, please note that we will never discriminate against you for exercising your CCPA or any other rights. We will not deny you any access or service, charge you a different price, whether via a discount or other benefit, or impose fees or penalties, provide a different level of service, or the like (though CCPA permits such practices in some scenarios). ",Description of Right to Non-discrimination on exercising rights
ra5,"To begin your Right-to-Know request, please email us at ccpa@beenverified.com, fill out our online request form or contact us via the phone number or postal address listed above. ",Methods to exercise rights
ra5,"Right to Delete.\nYou may have the right to request that we delete information we have obtained regarding, or collected directly from, you (and ask our service providers to do the same). However, we cannot delete Personal information that we are under a legal obligation to maintain and there are a number of other exceptions that include, but are not limited to, when the information is necessary for us or a third party to do any of the following:\n\ncomplete and process your transaction;\nprovide you with a product or service;\nperform a contract between us and you;\nprotect your security and prosecute those responsible for breaching it;\nfix our system in the case of a bug;\nprotect your or other users’ free speech rights;\ncomply with the California Electronic Communications Privacy Act (Cal. Penal Code § 1546 et seq.);\nengage in public/peer-reviewed research in the public interest, adhering to all applicable ethics and privacy laws;\ncomply with a legal obligation; or",Description of Right to Delete
ra5,make other internal and lawful uses of information compatible with the context in which you provided it.,Description of Right to Delete
ra5,"To begin your Right-to-Delete request, please email us at ccpa@beenverified.com, fill out our online request form or contact us via the phone number or postal address listed above.",Methods to exercise rights
ra5,"As for the Public information obtained from publicly available data sources, for many years now, we have accommodated requests to opt-out/not to sell/share such information, which can be done in various locations on the Site",Description of Right to Opt-out of sale of PI
ra5,". For your convenience, you may also email us at ccpa@beenverified.com, fill out our online request form or contact us via the phone number or postal address listed above to request that we not sell and opt-out your Public information",Methods to exercise rights
ra1,This policy was last updated on 06/13/2023,Updated Privacy Policy
ra1,"Information Collected by BeenVerified\nBeenVerified is a database of publicly available sources of information aggregated for your convenience. Through BeenVerified, Visitors can access certain materials posted to or made available through the Site as compiled, distributed, and displayed by BeenVerified and other third-party content providers (""Third-Party Providers"") including, but not limited to, third-party websites or services that provide information about individuals (each, a ""Search Subject"") that can be searched for and accessed through the Site (""BeenVerified Checks"").\n\nBeenVerified gathers three types of information: information that you submit to us, information that is collected automatically about your usage of the Site, and information about Search Subjects.\n\nInformation You Submit to BeenVerified\nWe collect information that you provide when you use the Site, including, but not limited to, when you submit an online application to become a BeenVerified member (""Member""), which enables you to utilize a host of services made available to Members by and through the Site (""Member Services""); when you submit a request to opt out of BeenVerified’s People Search results; when you conduct a BeenVerified Check; or when you contact us with a question, comment, or request. This can include, but is not limited to, your: (a) email address; (b) full name; (c) company name; (d) date of birth; (e) password; (f) mailing address; (g) credit card information; and (h) information associated with a Search Subject (such as a name, age, or address) that you use to conduct a BeenVerified Check.\n\nInformation Collected Automatically About Your Usage\nAs is true of most web sites, we gather certain information automatically and store it in log files. This information may include internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, operating system, date/time stamp, and/or clickstream data. We may combine this automatically collected log information with other information we collect about you. We do this to improve services we offer you, to improve marketing, analytics, or site functionality.\n\nWhen you visit the Site, we or our third-party service providers may use a ""Cookie"" – a small, text-only file that we save to your hard drive – or similar technologies to automatically collect and store non-personally-identifiable information about your usage of the Site such as your IP address, your browser type, the links and items you click on, ad impressions on your web browser, and the web pages you visit. Cookies enhance your experience at the Site, and are in many instances necessary for the provision of Member Services. For example, we use Cookies to store your password so you don’t have to enter it more than once, and to recognize you if you return to the Site using the same web browser.",Categories of Personal Information Collected
