RANumb,Text,Label
ra3,"Last updated: August 1, 2023",Updated Privacy Policy
ra3,"PERSONAL INFORMATION WE COLLECT FROM YOU\nWe use the term ""personal information"" – also called ""personal data"" or ""personally identifiable information"" in the laws of some jurisdictions – to refer to information that reasonably identifies, relates to, describes, or can be associated with you. The following are categories and types of personal information that we may collect from or about you, depending on how you interact with the Properties:\n\nIdentifiers, such as your name and email address;\n\nContact information, such as your mailing address and telephone number;\n\nPayment information, such as credit or debit card information;\n\nTransaction information, such as your subscriptions and purchases with us;\n\nProfile information, such as photos, videos, or other information about you and your interests posted or included in connection with a user profile;\n\nJob and employment information, such as the name of your company, industry, and job title;\n\nEducation information, such as school attended and degree obtained;\n\nPreferences, such as marketing preferences and choice of subscription;\n\nDevice and online identifiers and related information, including internet protocol (IP) address, mobile ad identifiers, data collected from cookies, beacons, and pixel tags, and similar unique identifiers;\n\nInternet or other electronic network activity information, including, but not limited to browsing history, search history, Forbes game statistics (like your score, time played, winning streak, and ranking compared to other players),and information regarding your interaction with an internet website, application, email, mobile app, or advertisement;\n\nGeolocation or other information that permits us to determine your location;\n\nDemographic information, such as your age or the gender you identify as;\n\nInferences we may create about you;\n\nAny other personal information that you or somebody on your behalf voluntarily provide us.\n\nIf you interact with us on social media or use features such as plugins, widgets, or other tools made available by social media platforms or networks in connection with our Properties, or if you choose to sign up for a paid subscription via your social media profile, we may collect information that you share with us on social media or that such platforms share with us. Please review the privacy policies and settings of the social media platforms and networks that you use for more information about their privacy practices. For additional information, see the section titled Third-Party Sources below.\n\nIf you choose to log into one of our Properties using a digital wallet, we may collect public data points such as your wallet address, the blockchain your wallet is on, your wallet's transactions and transaction history, and whether your wallet holds a Forbes token.\n\nWhere you sign-up for paid subscriptions as a gift option (e.g., on behalf of a friend or colleague, the gift recipient), you may provide us with personal information on behalf of the gift recipient.\n\nHOW WE COLLECT YOUR PERSONAL INFORMATION\nPersonal Information You Provide\n\nWe collect personal information that you provide to us directly. This may include, but is not limited to, information you provide:\n\nWhen you contact us via phone, email or text message, or through other Internet-enabled communications;\n\nWhen you subscribe to one of our print or digital Services;\n\nWhen you register to become a member of the Site or create a user profile;\n\nWhen you register for one of our live or virtual events;\n\nOn your member profile page and public profile URL (for example, if you choose to add content to your profile page, such as photos, videos or other information about you and your interests);\n\nTo enter into a sweepstakes, contest, or promotion, or to apply for consideration in connection with a Forbes list or similar accolade (e.g., Under 30 list applications);\n\nWhen you order something from the Properties or one of our co-branded websites;\n\nWhen you post content to the Properties;\n\nIn your response to surveys that you choose to complete for us;\n\nIf you log into one of our Properties with your digital wallet;\n\nWhen you make search queries or play games on the Properties; and\n\nWhen you otherwise voluntarily provide us with personal information on or through the Properties.\n\nYou always have the option not to provide the information we request. If you choose not to provide the information we request, you can still access and use portions of the Properties, but you may be unable to access certain options and services, such as paid subscription content. If you wish to provide user information to us about a third party, such your friend or colleague, in connection with a referral, gift subscription, corporate subscription, recommendation, nomination (e.g., Under 30 list nomination), or other purpose, please only do so if you have the permission of that third party. When you register or become a member of the Site or provide information to Forbes in any other manner, you agree to provide only true, accurate, current and complete information.\n\nPersonal Information We Collect Automatically\n\nWhen you visit our Properties, open or click on emails we send you, or interact with our advertisements or games, we or third parties we work with may automatically collect certain information using technologies such as cookies and other tracking technologies described below.",Categories of Personal Information Collected
ra3,"""Cookies"" are pieces of information that may be placed on your device by a website for the purpose of collecting data to facilitate and enhance your communication and interaction with that website. Such data may include, for example, the address of the websites you visited before and after you visited our Properties, the type of browser you are using, your Internet Protocol (IP) address, what pages in the Properties you visited and what links you clicked on, the region where your device is located, and geographic information based on your IP data. We may store some information on your device or device hard drive as a cookie or similar type of file (such as clear gifs, pixels, web beacons, tags, and similar technologies that work on mobile devices) to collect data related to usage of the Properties. We may also use cookies to customize your visit to the Properties (including our emails) and for other purposes to make your visit more convenient or to enable us to enhance the Properties. ",Categories of Personal Information Collected
ra3,"Required (sometimes referred to as ""Essential""). Certain cookies are used for specific purposes that are essential to your secure use and navigation of the Properties so that we are able to provide you with the services you request. Without them, Forbes may not be able to provide core Property functions and features to you, and the Property would not operate as well as you or Forbes would like. For example, they enable core functions like carrying out network transmissions and enabling you to log in to our systems. They also enable us to comply with legal obligations in regions with laws that apply to cookies, like by maintaining your cookie consent choices in regions that require consent or, in opt-out regions, by preventing advertising-related or other optional digital trackers from being placed on your browser or device if you have opted out. These cookies collect and use information such as your server preferences, single-session data and corresponding identifier, web beacons and log files (detailed below), and other credential-related information. Required cookies cannot be switched off on our Properties.\n\nFunctional. Other cookies may be used to collect and process information about your preferences and similar choices in connection with the Properties in order to allow us to provide enhanced functionality, customization and personalization, such as by remembering your login information or other choices or by providing you with more personalized features (e.g., various local preference settings; which geographically-customized version of the Properties and related content you may prefer). Functional cookies include social media cookies, which collect information about your social media usage and other data you may have provided in connection with such usage (if you access the Site through a social media website or mobile application, you may have social media cookies). If you wish to modify or change your social media cookies, please visit and review the settings on your applicable social media account(s).\n\nAnalytics. These cookies allow us to better understand our users' actions and interests, for instance, by tracking clicks, visits, and traffic sources so we can measure and improve the performance of our Properties and services. This allows us to provide a high-quality experience by customizing our offerings and quickly identifying and fixing any issues that arise. For example, we might use analytics cookies to keep track of which pages are most popular, which method of linking between pages is most effective, and to determine why some pages are receiving error messages.\n\nAdvertising. To help support the Properties and further tailor your experience, Forbes and its advertising partners (and/or their third-party analytics providers) may also use cookies on the Properties (including in emails) to personalize the content and advertisements you may be shown. Such advertisements use cookies to provide you targeted advertisements that may be more consistent with your interests than non-targeted advertisements. Certain Forbes advertising partners may also use cookies to monitor or track the performance of their advertising content, including native advertising content (e.g., BrandVoice), including how you interact with the advertising content, even in situations where the ad is displayed on another site. If you do not allow these trackers on our Properties, you may still receive advertisements, but you may receive less relevant advertising or content.",Categories of Personal Information Collected
ra3,"Third-Party Sources\n\nFrom time to time, we may collect personal information about you from third party sources (including data append services such as public or social graph data, data co-ops, or social media websites if you have chosen to log in or connect your social media with our Properties) which we will use for our business or commercial purposes (for example, in order to contact you and/or to better serve you with content or promotions). However, we will only use this information where these third parties either have your consent or are otherwise legally permitted or required to disclose your personal information to us.",Categories of Personal Information Collected
ra3,"HOW WE DISCLOSE YOUR INFORMATION\nIn addition to using your personal information ourselves, we may send your personal information and other information to other companies, affiliates, and third parties in the following instances:\n\nService Providers\n\nWe may share your personal information with service providers who may use your information to provide us services including, but not limited to: website hosting, data analysis, infrastructure provision, information technology services, conducting surveys and contests, customer service, email or SMS delivery services, payment processing and recouping, auditing, consulting, magazine management and shipping, event management, data security, and anti-fraud monitoring. These service providers have access to personal information that is necessary to perform their functions, and are prohibited from using your personal information for any other purpose.\n\nCorporate Affiliates\n\nWe may share personal information with our corporate affiliates and subsidiaries, who process personal information on our behalf as our vendor, where necessary to provide a product or service that you have requested or in other circumstances with your consent or as permitted or required by law.\n\nBusiness and Advertising Partners\n\nWe may share personal information with our business partners, which may include information shared for the purposes of marketing or interest-based advertising. If you provide any user information via an advertiser promotion, please be aware you are directly providing your user information to that advertiser.\n\nWe may share certain event registrant user information with sponsors of our live or virtual events (e.g., attendee name, title, company name) or with Forbes licensees in circumstances where a licensee works with Forbes in the promotion or such an event, subject to applicable law.\n\nWe share certain personal information of certain Forbes list nominees and honorees with our third-party partners in situations where Forbes partners with a third-party in connection with the creation of such lists. In such circumstances, the third party will be named.\n\nFor Service Data processed on behalf of our clients, like lead generation data or data collected in connection with a survey conducted for a client, we share the Service Data with our clients.\n\nWe also make certain information about our print magazine subscribers available for list renters to engage in direct, physical mail marketing, but in such circumstances, no personal information is actually made available to the renter. Forbes also shares certain personal information about its subscribers with other publishers in connection with data co-ops. You can modify your related user information by contacting Forbes as indicated in the section Your Choices below.\n\nLegal Compliance and to Defend Our Rights\n\nWe may disclose personal information and other information as we believe necessary or appropriate: (a) under applicable law, including laws outside your country of residence; (b) to comply with legal process; (c) to respond to requests from public and government authorities including public and government authorities outside your country of residence; (d) to enforce our Terms and Conditions; (e) to protect our operations or those of any of our affiliates; (f) to protect our rights, privacy, safety or property, and/or that of our affiliates, you, or others; and (g) to allow us to pursue available remedies or limit the damages that we may sustain.\n\nBusiness Transfers\n\nWe may share your personal information and other information with third parties in connection with a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of the assets of the Company, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which information held by the Company about our Properties users is among the assets transferred. In this case, we may notify you if applicable law requires.\n\nConsent\n\nForbes may disclose your Personal Information to third parties with your consent or pursuant to your direction.",Categories of Personal Information Shared / Disclosed
ra3,"CHANGES TO THIS POLICY\nWe may update this Privacy Statement from time to time in response to changing legal, technical or business developments. This Privacy Statement describes our data handling practices for the 12 months prior to the date on which it was last updated. We reserve the right, at our discretion, to change, modify, add, or remove portions from this Privacy Statement at any time, provided that any such modifications will only be applied prospectively. We encourage you to periodically review the Site for the latest information on our privacy practices. Your continued use of the Properties following the posting of any changes to this Privacy Statement means you accept such changes.",Updated Privacy Policy
ra3,"Information We Collect; How We Collect It; How We Use It\n\nTo the extent that our collection, use, and disclosure of Personal Information is addressed by a separate privacy notice, please consult the terms of that privacy notice for detailed information about our data practices, including the categories of personal information that we collect and disclose.",Categories of Personal Information Collected
ra3,"We may disclose your Personal Information to service providers for a business purpose, or sell or share your personal information to third parties, subject to your right to opt out (see Right to Opt Out of Selling or Sharing Your Personal Information, below).",Categories of Personal Information Shared / Disclosed
ra3," Please note that Forbes does not “sell” any of your personal information in exchange for money. However, the term “sell” has a broader meaning under the CCPA than would ordinarily be understood in a non-legal context",Categories of Personal Information Sold
