RANumb,Text,Label
ra5,"Updated August 7, 202311:28 AM ET Originally published May 7, 20139:51 AM ET\nLast Updated: June 28, 2023",Updated Privacy Policy
ra5,"Personal Information Collected Through Our Services\n\nInformation You Provide\n\nWe and our service providers, which only use your data on our behalf, may collect any information that you choose to provide directly through our Services, when you engage with our Services to:\n\nRegister for an NPR account, NPR podcast subscription service or benefit provided by NPR on behalf of the NPR Network (such as the NPR+ bundle of sponsorship-free podcasts that NPR may provide to certain donors to Member stations), application programming interface (API) content access, or any NPR email newsletter.\nRegister for an NPR tour, event, travel program, or any contest we sponsor.\nContact us with a message.\nParticipate in a survey.\nMake a purchase from the NPR Shop.\nEmail, text or otherwise share a story from any of the NPR Services.\nPost, upload, or otherwise submit to NPR a comment, story idea, essay, photo, or other content or user-generated material (""User Materials"").\nApply for a job, internship or fellowship at NPR.\nExpress interest in donating to or donate to NPR or an NPR Member station.\nOtherwise volunteer information to us or respond to a request for information through any of our Services.",Categories of Personal Information Collected
ra5,"Information We Obtain From Other Sources\n\nPlatform and public media single sign-on and sharing tools. Our Services allow users to sign in to their NPR accounts using their credentials from platforms such as Apple, Facebook, and Google or from public media organizations such as our Member stations or PBS (each an ""SSO Provider""). If you sign in to our Services through an SSO Provider, we will receive your email address and certain profile information from such SSO Provider in accordance with its privacy policy and your SSO Provider account privacy settings.",Categories of Personal Information Collected
ra5," If you use tools on our Services that allow you to share stories or other content with your friends and followers on an SSO Provider's platform such as Facebook, Flipboard, or Google, that action and any information you share may be used by the SSO Provider according to its own privacy policy.",Categories of Personal Information Shared / Disclosed
ra5,"To send you NPR email newsletters and other communications, including marketing, fundraising, membership and other messages from NPR or our Member stations.\nTo control the sequence and frequency of sponsorship credits and marketing messages you hear and see, control the platform on which you hear and see sponsorship credits and marketing messages, and tailor the content of those messages to your perceived interests.\nTo conduct market or audience analysis and related reporting, including attribution, conversion, and other analysis to evaluate the performance of sponsorship credits and marketing messages.",Categories of Personal Information Sold
ra5,"The public or other individuals\n\nAny User Materials you submit through our Contact Us page, social media services or similar features can be seen, collected and used by us and anyone else who has access to the applicable service. Any User Materials you submit may also be freely used and shared by NPR and its Member stations and their respective licensees in accordance with our Terms of Use. You may also choose to share stories or other content with your friends and followers on social media services. In addition, we may share your information with other individuals at your direction. For example, if you use our Services to email or text a story to a friend, we would disclose your name to that friend together with the content you directed us to send.",Categories of Personal Information Shared / Disclosed
ra5,"Member stations\n\nNPR may share your name, email address, other contact information, and information about your subscriptions, benefits (such as the NPR+ bundle), listening and usage activity, donations and interests with the Member stations that are associated with your account, that are local to you, or that you have donated to using the NPR Services. When we do so, we require those Member stations to commit to the same policies regarding further sharing with third parties that we follow under this Privacy Policy. Member stations may use this information for internal purposes and to send you email newsletters and marketing, fundraising, membership and other communications. ",Categories of Personal Information Shared / Disclosed
ra5,"Payment processors\n\nIf you wish to make a payment or receive a refund through our Services, your information will be collected and controlled by the payment processor and not by us and will be subject to that payment service provider's privacy policy and practices.\n\nProfessional advisors\n\nWe may share with professional advisors, such as lawyers, auditors, bankers and insurers, where necessary, in the course of the professional services that they render to us.\n\nAuthorized third-party applications\n\nWe may share with authorized third-party applications information that you provide directly through our Services and information collected automatically through technology for the purpose of providing certain NPR Services to you on the applications. In such cases, the information that we share may include your name, favorite Member stations, and listening and usage activity.",Categories of Personal Information Shared / Disclosed
ra5,"Business transfers\n\nWe may share any collected information in connection with a substantial corporate transaction, such as the sale of an NPR Service or division, a merger, a consolidation, an asset sale, or in the unlikely event of bankruptcy.\n\nLegal requirements\n\nWe and service providers and vendors may disclose any collected information to respond to subpoenas, court orders, legal process, and other law enforcement measures, and to comply with legal or regulatory obligations.",Categories of Personal Information Shared / Disclosed
ra5,"Business transfers\n\nWe may share any collected information in connection with a substantial corporate transaction, such as the sale of an NPR Service or division, a merger, a consolidation, an asset sale, or in the unlikely event of bankruptcy.",Categories of Personal Information Sold
