RANumb,Text,Label
ra5,"Updated: October 10, 2023",Updated Privacy Policy
ra5,"Information We Collect from Other Sources\n\nIn addition to information we receive from you and collect automatically, we may receive information about you from other members of the NFL Family and from other sources, such as your friends, social networks, publicly available sources, data brokers, advertising partners, and our business partners and sponsors, including to facilitate co-branded programs. We may combine this data with information we already have about you, including to create inferences about you and your personal preferences.\n\n2. Use of Information\n\nWe may use information that we collect about you for a variety of purposes, including to:\n\n· Provide you with products, promotions, services, newsletters, and information you request and respond to correspondence that we receive from you, including, where relevant, to facilitate your purchases (e.g., to process returns or streamline the checkout process);\n\n· Contact you about your account or relationship with us;\n\n· Conduct analysis on your behavior in order to customize and personalize your use of the Services and to better serve you with offers and content that we think may be of interest to you, such as by providing you with tailored advertising both on and off the Services.",Categories of Personal Information Collected
ra5,"Conduct analysis on your behavior in order to customize and personalize your use of the Services and to better serve you with offers and content that we think may be of interest to you, such as by providing you with tailored advertising both on and off the Services.",Categories of Personal Information Shared / Disclosed
ra5,"Maintain or administer the Services (e.g., to maintain the security and integrity of the Services), perform business analyses, create aggregated or anonymized information that no longer identifies you and therefore is no longer subject to this Privacy Notice, or for other internal purposes to improve the quality of our business, the Services, and other products and services we offer, such as internal administrative purposes or to manage our relationships;\n\n· Publish stories, comments, photos, and other information posted in our interactive online features;\n\n· In the case of location information, for example, to determine your market location for purposes of administering broadcast restrictions for live games or other events, to validate your location to geo-gate certain features or information, to locate a place that you may be searching for in your area, for determining teams and offers in which you may have an interest and providing you with information or relevant advertising based on where you are located. For more information about how we use location data in connection with advertising, please see Section 5, Interest-Based Advertising ;\n\n· In the case of Social Security Numbers, for example, for tax purposes when administering prizes to certain contest winners;\n\n· Protect the health and safety of our guests, personnel, and the public;\n\n· Protect or enforce the legal and contractual rights, safety, and security of the NFL and NFL stadiums, enforce applicable agreements with you or others, and prevent fraud; and\n\n· As otherwise described to you in this Privacy Notice, at the point of collection, or pursuant to your consent.",Categories of Personal Information Collected
ra5," Disclosure of Information\n\nWe may disclose each of the categories of personal information described above with others for the purposes described above, including as follows:\n\n· Authorized Third Parties and Service Providers: We may disclose your information to third-party vendors and service providers that perform certain functions or services on our behalf (such as to host the Services, fulfill orders, provide products and services, manage databases, perform analyses, process credit card payments, provide customer service, or send communications for us).\n\n· Within the NFL Family: We may disclose your information to all members of the NFL Family, including, without limitation, the subsidiaries and affiliates of the National Football League (e.g., NFL Properties LLC, NFL International LLC, NFL Enterprises LLC, NFL Ventures, L.P., and NFL Ventures, Inc.) and to the subsidiaries and affiliates of the Member Clubs. For example, we may disclose your information to Member Clubs with whom you have interacted, such as where you have indicated a preference for one or more Member Clubs or when you attend or purchase a ticket for an event sponsored by a particular Member Club. These Member Clubs may disclose your information to other companies under common control with a Member Club that may be subject to separate privacy policies, including so that they may directly offer you products, services, contest, and events that may be of interest to you and send you promotional material or offers that may be of interest to you.\n\n· Select Business Partners: We may disclose your information to select business partners so that they can provide you with special offers, promotional materials, and other materials that may be of interest to you. For example, we may disclose your information to our co-brand partners when you choose to be involved in those programs, such as when you enter contests or sweepstakes that are conducted with those business partners.",Categories of Personal Information Shared / Disclosed
ra5,"Third-Party Advertising and Audience and Traffic Measurement Services: We use third party advertising, analytics, and measurement partners to serve you advertisements on the Services as well as across other sites and services. For information about how we may disclose your information to third parties in connection with advertising, please see Advertising. These third parties may set their own cookies or similar web technologies on the Services and elsewhere online to collect information about users' online activities over time and across different websites.\n\n· Business Transfer: If we sell all or part of our business, or make a sale or transfer of assets, or are otherwise involved in a merger or business transfer, or in the unlikely event of bankruptcy, a business reorganization, or similar event, we may transfer your information as part of such transaction.",Categories of Personal Information Shared / Disclosed
ra5,"· Business Transfer: If we sell all or part of our business, or make a sale or transfer of assets, or are otherwise involved in a merger or business transfer, or in the unlikely event of bankruptcy, a business reorganization, or similar event, we may transfer your information as part of such transaction.",Categories of Personal Information Sold
ra5,"Administrative or Legal Process: We may disclose your information to third parties in order to protect the legal rights, safety, and security of the NFL, our corporate affiliates, subsidiaries, business partners, and the users of our Services; enforce our terms of use and other agreements; respond to and resolve claims or complaints; prevent fraud or for risk management purposes; and comply with or respond to law enforcement or legal process or a request for cooperation by a government or other entity, whether or not legally required.\n\n· Other Parties With Your Consent: We may disclose information to third parties or the public when you consent to such sharing. For example, if you win a contest or sweepstakes, we may ask your permission to publicly post certain information on the Services identifying you as the winner.\n\n· Aggregate Information: We may disclose aggregate information, such as demographics and usage statistics, to advertisers, sponsors, or other organizations.\n\n· Geolocation Information: We may disclose your geolocation information to service providers that perform certain functions or services on our behalf. We also may disclose your geolocation information to third parties so that they may provide you with geographically relevant advertising; ",Categories of Personal Information Shared / Disclosed
ra5,"If you wish to stop the further collection of your geolocation information, please optout using your device settings. Turning off access to geolocation and precise geolocation data may disable or interfere with certain functionality or services.",Description of Right to Opt-out of sale of PI
ra5,"For Android users, please see the following link for instructions on how to opt-out of or withdraw consent to geolocation data collection from your settings https://support.google.com/accounts/answer/6179507?hl=en.\nFor iOS users, please see the following link for instructions on how to opt-out of or withdraw consent to geolocation data collection from your settings https://support.apple.com/en-us/HT207092",Methods to exercise rights
