RANumb,Text,Label
ra6,"Privacy Notice\nEffective Date: July 28, 2023\nDate Last Updated: December 30, 2022",Updated Privacy Policy
ra6,"To provide our products, Services, and Digital Properties to you, including processing and fulfilling transactions; enabling you to access the Digital Properties and our Services; operating, maintaining, and improving our Digital Properties and Services; communicating with you, such as by completing your support requests or providing security updates; and diagnosing, repairing, and tracking service and quality issues.",Categories of Personal Information Collected
ra6,"For our own business purposes, including maintaining internal business records and conducting internal reporting; collecting payments and performing accounting and similar business functions; auditing and managing projects related to our Services; performing IT security management and IT-related tasks, such as administration of our technologies and network; evaluating and improving our business, Services, and Digital Properties; and performing research and development of new products and services; and processing your survey and questionnaire responses.",Categories of Personal Information Collected
ra6,"To fulfill a referral request when you use our referral service to tell a friend about our Services, including by using the name, email address, title, and company name that you provide us to contact the person you are referring.",Categories of Personal Information Collected
ra6,"Diversity, equity, and inclusion, such as promoting diversity, equity, and inclusion initiatives and representation within our business (where authorized by applicable law).",Categories of Personal Information Collected
ra6,"To provide our products, Services, and Digital Properties to you, including processing and fulfilling transactions; enabling you to access the Digital Properties and our Services; operating, maintaining, and improving our Digital Properties and Services; communicating with you, such as by completing your support requests or providing security updates; and diagnosing, repairing, and tracking service and quality issues.",Categories of Personal Information Collected
ra6,"For our own business purposes, including maintaining internal business records and conducting internal reporting; collecting payments and performing accounting and similar business functions; auditing and managing projects related to our Services; performing IT security management and IT-related tasks, such as administration of our technologies and network; evaluating and improving our business, Services, and Digital Properties; and performing research and development of new products and services; and processing your survey and questionnaire responses.",Categories of Personal Information Collected
ra6,"To fulfill a referral request when you use our referral service to tell a friend about our Services, including by using the name, email address, title, and company name that you provide us to contact the person you are referring. You must only provide others’ personal data if you have their consent to do so.",Categories of Personal Information Collected
ra6,"Diversity, equity, and inclusion, such as promoting diversity, equity, and inclusion initiatives and representation within our business (where authorized by applicable law).",Categories of Personal Information Collected
ra6,Corporate,Categories of Personal Information Collected
ra6,"Information you provide to us directly, including when you register and communicate with us directly through our Digital Properties, visit our offices, or participate in our events, marketing, and outreach activities.",Categories of Personal Information Collected
ra6,"Information collected from your employer, coworkers, or friends, including information about representatives or other employees of our current, past, and prospective customers, suppliers, investors, and business partners. We may also receive your information from a friend as part of a referral for our Services.",Categories of Personal Information Collected
ra6,"Information automatically collected, including technical information about your interactions with our Digital Properties (such as IP address, browsing preferences, and purchase history).",Categories of Personal Information Collected
ra6,"Information from public sources, including information from public records and information you share in public forums, such as social media.",Categories of Personal Information Collected
ra6,"Information from other third parties, including information from third-party service and content providers, entities with whom we partner to sell or promote products and services, and social media networks (including widgets related to such networks, such as the “Facebook Like” button).",Categories of Personal Information Collected
ra6,"Commercial information, including preferences, such as purchasing history or tendencies and transactional information, such as banking information.",Categories of Personal Information Collected
ra6,"Audio, electronic, visual, and other sensory information, such as CCTV recordings of our premises (e.g., if you visit our offices); recordings of your interactions with our sales or advocacy teams (e.g., for quality assurance or training purposes, in accordance with applicable laws); or customer support chat or messaging logs.",Categories of Personal Information Collected
ra6,"Inferences as defined by California law, such as marketing you are likely to positively react to.",Categories of Personal Information Collected
ra6,"Sensitive Personal Data, such as proof of vaccination or race and ethnicity (optional) (where permissible under applicable law).",Categories of Personal Information Collected
ra6,"Categories of Personal Data We Collect: Audio, electronic, visual, and other sensory information, such as CCTV recordings of our premises (e.g., if you visit our offices); recordings of your interactions with our sales or advocacy teams (e.g., for quality assurance or training purposes, in accordance with applicable laws); or customer support chat or messaging logs.",Categories of Personal Information Collected
ra6,"Categories of Personal Data We Collect: Inferences as defined by California law, such as marketing you are likely to positively react to. ",Categories of Personal Information Collected
ra6,"Categories of Personal Data We Collect: Sensitive Personal Data, such as proof of vaccination or race and ethnicity (optional) (where permissible under applicable law).",Categories of Personal Information Collected
ra6,"ategories of Personal Data We Collect: Commercial information, including preferences, such as purchasing history or tendencies and transactional information, such as banking information.",Categories of Personal Information Collected
ra6,"Right to Opt Out of Sale or Sharing. We do not sell personal data to third parties in exchange for money. However, as we explain in Section 5, we share information with advertising partners and allow advertising partners to collect information from our Digital Properties. This exchange may be considered a “sale” or “sharing” under California law, and you have the right to opt out of this “sale” or “sharing” of personal data.",Description of Right to Opt-out of sale of PI
ra6,"California residents may request to exercise the Right to Know, the Right to Delete, and the Right to Correct by using our webform or by emailing us at privacy@zendesk.com.",Methods to exercise rights
ra6,"We will not discriminate against you, in any manner prohibited by applicable law, for exercising these rights.",Description of Right to Non-discrimination on exercising rights
ra6,"How to Fully Exercise the Right to Opt Out of Sale or Sharing: In order to fully exercise the Right to Opt Out of Sale or Sharing with respect to any “sale” or “sharing” of information, you must undertake both of the following steps:\n\nSubmit a Right to Opt Out of Sale or Sharing request using our webform; and\n\nDisable the use of advertising cookies and other tracking technologies by clicking the “Do Not Sell or Share My Personal Information” link in our website footer. You must complete this step on each of our Sites from each browser and on each device that you use. ",Methods to exercise rights
ra6,"Zendesk uses web cookies to collect information about you when you visit our Site. This information might be about you, your preferences, or your device. At Zendesk, we may use this information for purposes that include ensuring basic functionality of our Sites; remembering user preferences, including your cookie preferences; measuring the effectiveness of our Sites, marketing campaigns, and email communications; and personalizing online content.",Categories of Personal Information Collected
