RANumb,Text,Label
ra2,"Effective October 10, 2023 ",Updated Privacy Policy
ra2,"We may collect any other biometric personal data for the purpose of uniquely identifying a natural person, in the form of facial pictures of Sellers to compare them against government ID as a part of the seller verification process. We would collect this data for the purpose of fraud prevention only upon Your explicit consent as the legal basis. You have the right to withdraw your consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal.\n\nWe do not collect sensitive personal information, such as information about users’ race or ethnicity, religious or philosophical beliefs, sex life, sexual orientation, political opinions, trade union membership, health data, genetic data, other biometric data, or any other protected classes of information. We do not collect any information about criminal convictions and offenses unless such information is surfaced in a job application. Please see California Employees, Contractors, and Job Applicants for additional information about data collected for employment purposes.",Categories of Personal Information Collected
ra2,"We share personal information with service providers (processors) that act as an agent to perform tasks on Our behalf and under Our instructions. Examples include providers that assist with payment processing (i.e., PayPal), shipping (i.e., USPS), or providers that We contract with to send emails on Our behalf (i.e., HubSpot). This information is limited only to the information needed to perform the tasks. ",Categories of Personal Information Shared / Disclosed
ra2,"If certain cookies are enabled on Your device, then We may also share cookie-related information with related service providers, such as analytics and advertising providers or social media companies. Additional information about the service providers/processors We use to support delivery of Our Service is set forth on our Processors List. ",Categories of Personal Information Shared / Disclosed
ra2,"We will provide You with notice and obtain Your consent, where applicable, in the event We intend to share Your information with a third party (other than as described above) or for a purpose that is materially different from the purpose(s) for which it was originally collected or subsequently authorized by You. Prior to sharing such information, You will be provided with clear, conspicuous, and readily available mechanisms to opt in or out of such sharing, as required by applicable laws and regulations.",Categories of Personal Information Shared / Disclosed
ra2,We do not provide or sell email addresses or collection/wantlist information to any third party without Your consent. ,Categories of Personal Information Shared / Disclosed
ra2,"Affiliates : We may share information within our network of affiliated companies, including Zink Media, LLC, Discogs B.V., and Discogs G.K., in order to provide the Service.",Categories of Personal Information Shared / Disclosed
ra2,"Cookies : We may share information with advertising companies to serve You targeted advertisements, analytics providers, or social media providers. This sharing is considered a “sale” or ""sharing"" under the California Privacy Rights Act. ",Categories of Personal Information Sold
ra2,"Other Sharing: We may share information in order to investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the physical safety of any person, violations of Our Terms of Service, or as otherwise required by law enforcement or national security requirements. We may also disclose information when requested to comply with a court order, regulatory investigation, or governmental request.",Categories of Personal Information Shared / Disclosed
ra2,"Sensitive/Protected Information: We do not currently collect or process sensitive, special, or protected information except in the employment context and if You are a seller on the Website with affirmative and explicit express consent.",Categories of Personal Information Collected
ra2,"Non-Discrimination Policy\nWe do not discriminate against users of Our Service, whether You use the Service without incident or choose to exercise Your rights under any applicable laws or regulations.",Description of Right to Non-discrimination on exercising rights
ra6,"Effective October 10, 2023 ",Updated Privacy Policy
ra6,Professional Information\n\nPrior work and other related information provided to Us if You apply for a job with Us\n\nConsumer (User)\n\nTo consider Your employment with Us\n\nNot shared,Categories of Personal Information Collected
ra6,Educational Information\n\nEducation information provided to Us if You apply for a job with Us\n\nConsumer (User)\n\nTo consider Your employment with Us\n\nNot shared,Categories of Personal Information Collected
