RANumb,Text,Label
ra3,"Effective Date: January 1, 2023",Updated Privacy Policy
ra3,"Privacy Policy Changes\nWe may update this privacy policy to reflect changes to our information practices. If we make any material changes with respect to our practices relating to your personal information, we will notify you by email (sent to the e-mail address specified in your account) or by means of a notice on this website prior to the change becoming effective. We encourage you to periodically review this page for the latest information on our privacy practices.",Updated Privacy Policy
ra3,"Data Collection & Use\nWe may collect various types of information from connected devices and web browsers using scripts, cookies, web beacons, software development kits (“SDK”), or other similar techniques. These technologies are used to collect digital actions of users that visit and use websites, applications, and connected devices or interact with ads presented on websites and devices of our platform members. We also receive other data (e.g., demographic information and digital identifiers) from third parties or through analytical techniques that we combine with the data we collect or derive through the Services.\n\nThe categories of data we collect or receive may include:\n\nDigital identifiers, such as device identifiers and IP addresses;\nInformation about the browser and operating system type and version, device type, and other data from or about a device;\nPurchase history and transactional data such as records of products or services purchased, obtained, or considered\nPrecise geolocation data;\nPostal addresses; and\nInformation about users’ web viewing, application usage, and device usage information including what advertisements are interacted with.\nWe may collect or receive this data from a variety of sources, including over time across different mobile apps, websites, browsers, or Internet-connected devices. We may also receive data related to the location of a device from our platform members and other parties, such as consumer data resellers. We may also receive physical address information from our customers or other third parties, or we may derive address information from other location information we receive or collect from devices.\n\nWe may use any of the data we collect and receive for a variety of business purposes including analytics; auditing; research; reporting; attribution; detecting security incidents and illegal, deceptive, or fraudulent activity; service enhancements and other business operations; predicting possible relationships among different browsers and devices; differentiating and/or associating multiple device users as well as associating devices or users with locations such as a household or workplace; frequency capping and other auditing purposes; and in multiple ways to make ads more relevant across various connected devices, browsers, through direct mail, and any other advertising channel, such as by inferring potential interests based on web viewing, application use, location, and device usage activity for advertising purposes.\n\nFor instance, we may use location data for proximity or audience advertising. Proximity advertising uses location and other data to present ads based on a device’s current location. Another example would be using location and other data to create “audiences” – groups of Internet-connected devices that are inferred to share similar interests or other characteristics based on the information we collect – to deliver ads that we believe may be more relevant to those audiences through various advertising channels. We consider both proximity and audience advertising to be interest-based advertising as described in this policy. We retain data used for interest-based advertising only as long as we have a legitimate business purpose to retain such data, or as otherwise required by applicable law.",Categories of Personal Information Collected
ra3,"Data Sharing\nWe may share the various types of information we collect and infer about devices and users with our affiliates, third party partners and agents for advertisement targeting, audience extension across different browsers, devices and various other advertising channels, to make and create offers, for other marketing and advertising purposes, to provide reporting to advertisers and clients, to improve our systems and products, and for other research and analytical purposes.\n\nWe may also share data with contractors and service providers who work on our behalf. We may disclose data in response to subpoenas, court orders, or other legal process, or to establish or exercise our legal rights and obligations or defend against legal claims. We may also transfer data in the event of an acquisition or merger with another company, including at bankruptcy.",Categories of Personal Information Shared / Disclosed
ra3,"Voluntarily Submitted Information on our Websites\nThis privacy policy applies to our corporate websites and explains how xAd, Inc. dba GroundTruth (“we,” “us,” “our”) and our affiliates and subsidiaries collect, use, and share information on www.groundtruth.com, or other websites we control that link to this policy (collectively “Website”). By using the Website you agree to the terms of this Privacy Policy.\n\nInformation Collection & Use:\nPersonal Information\nWhen you use the Website, you may encounter areas that allow you to voluntarily enter personal information, which includes contact information such as your name, email address, telephone number, and mailing address.\n\nYou may provide this information to us when you sign up for our newsletter, request information about products, apply for a job, fill out surveys, or otherwise provide personal information to us.\n\nWe may use personal information for, among other things:\n\nInternal record keeping and auditing;\nCommunicating with you about site updates and your inquiries, as well as offer products, content, and services that we believe may be of interest to you;\nCustomizing the Website;\nVerifying customer information; and\nFor purposes disclosed at the time of collection.\nIf you would prefer not to receive communications from us in the future, please follow the unsubscribe instructions available in each communication.\n\nWe may retain your information for as long as necessary to fulfill a legitimate business need, such as to provide you with information or services, comply with our legal obligations, resolve disputes and enforce our agreements.\n\nUsage Information\nWhen you browse our Website we may also collect various types of usage information about your browser or device, including, but not limited to, online identifiers such as your IP address and your mobile device identifier, as well as information about your internet activity such as the web pages visited, links clicked, and your operating system and browser type. Such information is used for the purpose of operating, debugging, and improving our Website, analyzing demographic and statistical research about website usage, customizing offers, and to monitor the Website for compliance with our terms of service and the law, to detect security incidents and malicious, deceptive, fraudulent, or illegal activity, as well as other purposes. This usage information may be collected through various technologies, including but not limited to “cookies” when you visit the Website. For more information, please see the “Tracking Technologies” section below.\n\nInformation Sharing\nWe will not sell, rent, license, trade or disclose your contact information collected through our Websites to an unaffiliated third party, except with your permission or for circumstances described in this policy. We may share or disclose personal and usage information in certain circumstances, including sharing with:\n\nService providers that perform a business function for us for purposes like CRM management and infrastructure support;\nOur subsidiaries and affiliates;\nEntities, such as government agencies, as required by a court order, subpoena, warrant, or when otherwise required by law;\nEntities as part of a sale or merger of all or part of our business, including at bankruptcy;\nThird parties for our direct marketing purposes; and\nEntities to protect our rights and the rights of third parties.\nThe Website may contain links to third party websites that we do not control, and to which this privacy policy does not apply. We encourage you to read the privacy policy of every website you visit.\n\nSecurity\nWe follow generally accepted standards to help protect the personal information submitted to us, both during transmission and once it is received.",Categories of Personal Information Collected
ra3,The right to confirm whether we process personal information about you.,Description of Right to Know PI Collected
ra3,The right to correct inaccuracies in the personal information we have collected about you.,Description of Right to Correct Information
ra3,The right to request that we delete the personal information we have collected from you or maintain about you.,Description of Right to Delete
ra3,"The right to opt out of (i) the sharing of personal information for targeted advertising or (ii) the sale of personal information. Please note that if you opt out of certain types of sales, we may be unable to provide you with the services that rely on such sales. Additionally, we do not knowingly sell or share personal data of individuals under 16.",Description of Right to Opt-out of sale of PI
ra3,"Depending on your state, the right to limit our processing of certain “sensitive” personal information (or to withdraw consent for such processing if you previously gave it).",Description of Right to Limit use of PI
