RANumb,Text,Label
ra3,"The categories of personal information about you that the business disclosed for a business purpose\nIf the business sells your personal information:\nThe categories of personal information that the business sold about you\nThe categories of third parties to which your personal information was sold, by category or categories of personal information for each category of third parties to which the personal information was sold\nThe business or commercial purpose for selling personal information",Description of Right to Know PI sold / shared
ra3,"Right to Delete  \nYou have the right to request that a business delete, following your verifiable consumer request, the specific pieces of personal information such business has collected from you.",Description of Right to Delete
ra3,"Right to Opt-Out  \nYou have the right, at any time, to direct a business not to sell your personal information.  This right is different from the “User Opt Out” described in the VideoAmp Privacy Policy under the header “What Choices Do You Have about the Collection, Use and Disclosure of Information by VideoAmp?” If you would like to opt out of VideoAmp’s targeted advertising, please refer to that section of the VideoAmp Privacy Policy.",Description of Right to Opt-out of sale of PI
ra3,"Right to Non-Discrimination  \nYou have the right not to be discriminated against by a business because you exercise any of your rights under CCPA, including by:\n\nDenying goods or services to you\nCharging you different prices or rates for goods or services, including through the use of discounts or other benefits or imposing penalties\nProviding a different level or quality of goods or services to you\nSuggesting that you will receive a different price or rate for goods or services or a different level or quality of goods or services",Description of Right to Non-discrimination on exercising rights
ra3,"Methods of Submitting Requests\nIf you are a California consumer, you may submit requests to exercise your “Right to Know” or your “Right to Delete” via any of the following methods:\n\nBy web form, available by clicking the following link: CCPA Request Web Form\nBy email, to: CCPAPrivacy@VideoAmp.com\nBy toll-free telephone, to: 1 (844) 954-1754",Methods to exercise rights
ra2,"Segment Data: we use such information solely (i) to provide our services and Company Features to the particular Customer who created such information or on whose behalf such information was created and (ii) as otherwise permitted by a service provider under CCPA
Geolocation data	Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features   
\nCustomer Data: we receive such information from our Customers       
\n",Description of Right to Know PI Collected
ra2,"Segment Data: geolocation data is included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law), although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household	Collected Data: we use such information solely (i) to provide our services and Company Features to the particular Customer on whose behalf we collected such information and (ii) as otherwise permitted by a service provider under CCPA 
\n",Description of Right to Know PI sold / shared
ra2,"Segment Data: we use such information solely (i) to provide our services and Company Features to the particular Customer who created such information or on whose behalf such information was created and (ii) as otherwise permitted by a service provider under CCPA
Inferences (drawn from any of the other categories of personal information of the information to create a profile about a consumer reflecting, for example, a consumer’s product preferences)	Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features   
\nCustomer Data: we receive such information from our Customers      
\nLicensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law)
\n",Description of Right to Know PI sold / shared
ra2,"Received ||| 30
\nComplied ||| ",Categories of Personal Information Collected
ra2,"0: 23 ||| 1: 23 ||| 2: 0 ||| 3: 5.3

\n\nUnrolling Table Method 2
Received ||| 23\n\nComplied ||| 23\n\nDenied ||| 0\n\nAverage Response Time ||| 5.3\n\nIf you are a California consumer and have any questions or concerns about our privacy policies or If you are a California consumer and have any questions or concerns about our privacy policies or practices, please email us at CCPAPrivacy@VideoAmp.com.
\n",Methods to exercise rights
ra2,Over ,Description of Right to Opt-out of sale of PI
ra4,"Right to Delete  
You have the right to request that a business delete, following your verifiable consumer request, the specific pieces of personal information such business has collected from you.",Description of Right to Delete
ra4,"Right to Opt-Out  
You have the right, at any time, to direct a business not to sell your personal information.  This right is different from the “User Opt Out” described in the VideoAmp Privacy Policy under the header “What Choices Do You Have about the Collection, Use and Disclosure of Information by VideoAmp?” ",Description of Right to Opt-out of sale of PI
ra4,"If you would like to opt out of VideoAmp’s targeted advertising, please refer to that section of the VideoAmp Privacy Policy.",Methods to exercise rights
ra4,"Right to Non-Discrimination  
You have the right not to be discriminated against by a business because you exercise any of your rights under CCPA, including by:

Denying goods or services to you
Charging you different prices or rates for goods or services, including through the use of discounts or other benefits or imposing penalties
Providing a different level or quality of goods or services to you
Suggesting that you will receive a different price or rate for goods or services or a different level or quality of goods or services",Description of Right to Non-discrimination on exercising rights
ra4,"Collected Data: we collect such information directly from consumers in the process of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered“data brokers” under California law) Segment Data: identifiers are included within such data, which is created by or on behalf of our Customers from Licensed Data (which we receive from data licensors (who may be considered “data brokers” under California law)), although we do not make any individual identifier(s) available to any such Customer ||| Collected Data: we collect such information directly from consumers in the process of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law) Segment Data: such personal information is included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law)), although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household ||| Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law)Segment Data: commercial information is included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law)), although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household ||| Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law) Segment Data: Internet or other electronic network activity information is included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law)), although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household ||| Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law) Segment Data: geolocation data is included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law), although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household ||| Collected Data: we collect such information directly from consumers in the course of delivering an ad in connection with the Company Features Customer Data: we receive such information from our Customers Licensed Data: we receive such information from data licensors (who may be considered “data brokers” under California law)Segment Data: inferences are included within such data (which is created by or on behalf of our Customers from Licensed Data, which we receive from data licensors (who may be considered “data brokers” under California law)),although we do not make such data available to any such Customer in a form that we believe could reasonably be linked with an identified consumer or household",Categories of Personal Information Collected
ra4,Collected Data: we use such information solely (i) to provide our services and Company Features to the particular Customer on whose behalf we collected such information and (ii) as otherwise permitted by a“service provider” (as defined by CCPA) under CCPA,Categories of Personal Information Collected
ra4,Customer Data: we use such information solely (i) to provide our services and CompanyFeatures to the particular Customer that provided us such information and (ii)as otherwise permitted by a service provider under CCPA,Categories of Personal Information Collected
ra4,"Disclosure of Personal Information
With regard to Collected Data, Customer Data, and Segment Data, we disclose (and during the last 12 months have disclosed) each of the above categories of personal information solely as directed by the applicable Customer.",Categories of Personal Information Shared / Disclosed
ra4,"“Sales”: (i) we “sell” (as defined by CCPA) each of the above categories of personal information to our advertiser and agency Customers in connection with their (and, in the case of agency Customers, their respective customers’) marketing and advertising activities, and (ii) we sell (and have sold during the 12 months prior to the “Last Modified” date at the bottom of this Privacy Policy) each of the above categories of personal information third-party data brokers that may further sell such personal information to their customers in connection with such customers’ marketing and advertising activities",Categories of Personal Information Sold
