RANumb,Text,Label
ra5,"Effective date: Jan 1, 2006\n\nUpdated: February 1, 2023",Updated Privacy Policy
ra5,"We receive personal information from behaviors on our website, third-party sources like data brokers, our clients (who may already do business with you), public records, and other website providers. When we use third party data, we adhere to the terms and conditions defined by those parties.\n\nTypes of Personal Information we use\n\nFrom our third-party sources, we use various types of personal information about consumers. The types of personal information may include the following:\n\nInformation about you and your household, such as your adult household members’ dates of birth or age, gender and marital status, and your pets",Categories of Personal Information Collected
ra5,"Selling and Sharing Personal Information\n\nWe may sell or share personal information with:\n\nour partners, where necessary to operate or improve our Sites to our clients. We make our partners guarantee the information is only used to provide their services to us;\nour clients, for their analytics, profiling and/or marketing purposes;\n",Categories of Personal Information Sold
ra5,The right to opt out of the sale of their personal information (see below);,Description of Right to Opt-out of sale of PI
ra5,The right to not be discriminated against for exercising their CCPA privacy rights;,Description of Right to Non-discrimination on exercising rights
ra5,The right to correct inaccurate personal information;,Description of Right to Correct Information
ra5,"As of January 1, 2023, the right to request correction of inaccurate personal information and to request to limit disclosure or use of your sensitive personal information. Please note, however, that any right to request correction is limited by the legal rights of Data Delivers and its suppliers relating to content within the data, including without limitation legally protected rights related to freedom of speech.",Description of Right to Correct Information
ra5,"To exercise the access and deletion rights described above, you may submit a verifiable consumer request to us by either:\n\nEmailing us at privacy@datadelivers.com\nVisiting our webpage at https:\\www.datadelivers.com\nTo opt out of the sale of your personal information, click the following link:  Do Not Sell or Share My Personal Information.",Methods to exercise rights
ra5,"Data Delivers Website Privacy Policy\n\nDataDelivers does not collect personally identifiable information (PII) about visitors except when visitors specifically provide such information on a voluntary basis. PII may be gathered from registration forms, content submissions, and community postings (e.g., chat and blogs). We may collect PII, such as your name, email address, mailing address, telephone number, contact preferences, and other identifiers as part of our effort to transact business with you and to answer your inquiries.We may also collect PII from you for marketing purposes unless you “opt-out” and request that you not be contacted in conjunction with such marketing activities.",Categories of Personal Information Collected
ra5,"Location Data\n\nWe may use and store information about your location if you give us permission to do so (“Location Data”). We use this data to provide features of our Site, to improve and customize our Site.",Categories of Personal Information Collected
ra5,Tracking Cookies Data\n\nWe use cookies and similar tracking technologies to track the activity on our Site and we hold certain information.,Categories of Personal Information Collected
ra5,"Other tracking technologies are also used such as beacons, tags, and scripts to collect and track information and to improve and analyze our Site.",Categories of Personal Information Collected
ra5,"Session Cookies: We use Session Cookies to operate our Site.\nPreference Cookies: We use Preference Cookies to remember your preferences and various settings.\nSecurity Cookies: We use Security Cookies for security purposes.\n\nUse of Data\n\nDataDelivers uses the collected Site data for various purposes:\n\nTo provide and maintain our Site\nTo notify you about changes to our Site\nTo allow you to participate in interactive features of our Site when you choose to do so\nTo provide customer support\nTo gather analysis or valuable information so that we can improve our Site\nTo monitor the usage of our Site\nTo detect, prevent and address technical issues\nTo provide you with news, exclusive offers and general information about other goods, services and events which we offer that are similar to those that you have already purchased or enquired about unless you have opted not to receive such information.",Categories of Personal Information Collected
ra5,"Disclosure of Data\n\nDisclosure for Law Enforcement\n\nUnder certain circumstances, DataDelivers may be required to disclose your Personal Data if required to do so by law or in response to valid requests by public authorities (e.g., a court or a government agency).\n\nLegal Requirements\n\nDataDelivers may disclose your Personal Data in the good faith belief that such action is necessary to:\n\nTo comply with a legal obligation\nTo protect and defend the rights or property of Data Delivers\nTo prevent or investigate possible wrongdoing in connection with the Site\nTo protect the personal safety of users of the Site or the public\nTo protect against legal liability",Categories of Personal Information Shared / Disclosed
ra5,"Site Providers\n\nWe may employ third party companies and individuals to facilitate our Site (“Site Providers”), provide the Site on our behalf, perform Site-related services, or assist us in analyzing how our Site is used.\n\nThese third parties have access to your Personal Data only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.",Categories of Personal Information Shared / Disclosed
ra5,"Changes to This Privacy Policy\n\nWe may update our Privacy Policy from time to time. We will notify you of any changes by posting the new Privacy Policy on this page.\n\nWe will let you know via email and/or a prominent notice on our Site, prior to the change becoming effective and update the “effective date” at the top of this Privacy Policy.\n\nYou are advised to review this Privacy Policy periodically for any changes. Changes to this Privacy Policy are effective when they are posted on this page.",Updated Privacy Policy
ra4,"Effective date: Jan 1, 2006\n\nUpdated: February 1, 2023",Updated Privacy Policy
ra4,"Sources of Information\n\nTo help our clients identify customers and prospective customers that will likely have an interest in their marketing campaigns, we acquire certain personal information about consumers. We receive personal information from behaviors on our website, third-party sources like data brokers, our clients (who may already do business with you), public records, and other website providers. ",Categories of Personal Information Collected
ra4,"Types of Personal Information we use\n\nFrom our third-party sources, we use various types of personal information about consumers. The types of personal information may include the following:\n\nInformation about you and your household, such as your adult household members’ dates of birth or age, gender and marital status, and your pets. ",Categories of Personal Information Collected
ra4,"We may sell or share personal information with:\n\nour partners, where necessary to operate or improve our Sites to our clients. We make our partners guarantee the information is only used to provide their services to us;\nour clients, for their analytics, profiling and/or marketing purposes;",Categories of Personal Information Sold
ra4,The right to opt out of the sale of their personal information (see below);,Description of Right to Opt-out of sale of PI
ra4,The right to not be discriminated against for exercising their CCPA privacy rights;,Description of Right to Non-discrimination on exercising rights
ra4,The right to correct inaccurate personal information;,Description of Right to Correct Information
ra4,"To exercise the access and deletion rights described above, you may submit a verifiable consumer request to us by either:\n\nEmailing us at privacy@datadelivers.com\nVisiting our webpage at https:\\www.datadelivers.com\nTo opt out of the sale of your personal information, click the following link:  Do Not Sell or Share My Personal Information.",Methods to exercise rights
ra4,"DataDelivers does not collect personally identifiable information (PII) about visitors except when visitors specifically provide such information on a voluntary basis. PII may be gathered from registration forms, content submissions, and community postings (e.g., chat and blogs). We may collect PII, such as your name, email address, mailing address, telephone number, contact preferences, and other identifiers as part of our effort to transact business with you and to answer your inquiries.We may also collect PII from you for marketing purposes unless you “opt-out” and request that you not be contacted in conjunction with such marketing activities.",Categories of Personal Information Collected
ra4,"We may use your Personal Data to contact you with newsletters, marketing or promotional materials and other information that may be of interest to you.",Categories of Personal Information Collected
ra4,"Location Data\n\nWe may use and store information about your location if you give us permission to do so (“Location Data”). We use this data to provide features of our Site, to improve and customize our Site.",Categories of Personal Information Collected
ra4,Tracking Cookies Data\n\nWe use cookies and similar tracking technologies to track the activity on our Site and we hold certain information.,Categories of Personal Information Collected
ra4,"Cookies are sent to your browser from a website and stored on your device. Other tracking technologies are also used such as beacons, tags, and scripts to collect and track information and to improve and analyze our Site.",Categories of Personal Information Collected
ra4,"Disclosure of Data\n\nDisclosure for Law Enforcement\n\nUnder certain circumstances, DataDelivers may be required to disclose your Personal Data if required to do so by law or in response to valid requests by public authorities (e.g., a court or a government agency).\n\nLegal Requirements\n\nDataDelivers may disclose your Personal Data in the good faith belief that such action is necessary to:\n\nTo comply with a legal obligation\nTo protect and defend the rights or property of Data Delivers\nTo prevent or investigate possible wrongdoing in connection with the Site\nTo protect the personal safety of users of the Site or the public\nTo protect against legal liability",Categories of Personal Information Shared / Disclosed
ra4,"Site Providers\n\nWe may employ third party companies and individuals to facilitate our Site (“Site Providers”), provide the Site on our behalf, perform Site-related services, or assist us in analyzing how our Site is used.",Categories of Personal Information Shared / Disclosed
ra4,"Changes to This Privacy Policy\n\nWe may update our Privacy Policy from time to time. We will notify you of any changes by posting the new Privacy Policy on this page.\n\nWe will let you know via email and/or a prominent notice on our Site, prior to the change becoming effective and update the “effective date” at the top of this Privacy Policy.\n\nYou are advised to review this Privacy Policy periodically for any changes. Changes to this Privacy Policy are effective when they are posted on this page.",Updated Privacy Policy
ra1,"Effective date: Jan 1, 2006\n\nUpdated: February 1, 2023",Updated Privacy Policy
