RANumb,Text,Label
ra5,"Last Revised March 13, 2023.",Updated Privacy Policy
ra5,"This policy applies to information we collect:\n\nOn this Website.\nIn email, text, and other electronic messages between you and this Website.\nWhen you interact with our advertising and applications on third-party websites and services if those applications or advertising include links to this policy.\nFrom third party data brokers, which may include certain types of personal information, such as names and addresses, for purposes of helping our clients in their own marketing efforts.\nIt does not apply to information collected by:\n\nUs offline or through any other means, including on any other website operated by Company or any third party; or\nAny third party, including through any application or content (including advertising) that may link to or be accessible from or on the Website.",Categories of Personal Information Collected
ra5,"The User’s web browser places cookies on their browser to track overall usage, determine the User’s browsing preferences and improve and customize their browsing experience",Categories of Personal Information Collected
ra5,"Disclosure of Your Information\nWe may disclose aggregated information about our users, and information that does not identify any individual, without restriction.\n\nWe may disclose personal information that we collect or you provide as described in this privacy policy:\n\nTo our subsidiaries and affiliates.\nTo contractors, service providers, and other third parties we use to support our business and who are bound by contractual obligations to keep personal information confidential and use it only for the purposes for which we disclose it to them.\nTo a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of SG360°’s assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SG360° about our Website users is among the assets transferred.\nTo third parties to market their products or services to you if you have not opted out of these disclosures. ",Categories of Personal Information Shared / Disclosed
ra5,To fulfill the purpose for which you provide it.\nFor any other purpose disclosed by us when you provide the information.\nWith your consent.,Categories of Personal Information Shared / Disclosed
ra5,"To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of SG360°’s assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SG360° about our Website users is among the assets transferred.\nTo third parties to market their products or services to you if you have not opted out of these disclosures.",Categories of Personal Information Sold
ra5,"We may also disclose your personal information:\nTo comply with any court order, law, or legal process, including to respond to any government or regulatory request.\nOther agreements, including for billing and collection purposes.\nIf disclosure is necessary or appropriate to protect the rights, property, or safety of SG360°, our customers, or others.",Categories of Personal Information Shared / Disclosed
ra5,"Right To Request Deletion of Personal Information (“Right to Delete”)\n\nYou have the right to request that we delete any of your personal information that we collect, subject to certain exceptions. Most of the information we maintain is used in connection with making and servicing your loan or other Navient products and is therefore exempt from the CCPA.",Description of Right to Delete
ra5,Right to Correct Inaccurate Personal Information (“Right to Correct”)\n\nYou have the right to request correction of inaccurate personal information that we maintain about you or update the information we have on file.,Description of Right to Correct Information
ra5,"Right to Opt-Out of Sale or Sharing Your Personal Information\n\nThe CCPA provides consumers with the right to opt out of the sale or sharing of their personal information. We do not sell or share personal information as defined under the CCPA, including personal information of minors under the age of 16. Because we do not sell or share personal information, we also do not treat opt-out preference signals as opt-out requests.",Description of Right to Opt-out of sale of PI
ra5,"Right to Limit the Use of Sensitive Personal Information\n\nThe CCPA permits consumers to limit the use of sensitive personal information if it is used for purposes other than exceptions stated in the regulations, including the servicing of accounts, processing payments, detecting security incidents that could compromise the confidentiality of personal information, and short-term, transient use, such as for nonpersonalized advertising as part of a consumer’s current interaction with the website. We do not use sensitive personal information in any manner that requires offering a right to limit its use.",Description of Right to Limit use of PI
ra5,"Changes to Our Privacy Policy\nIt is our policy to post any changes we make to our privacy policy on this page. If we make material changes to how we treat our users’ personal information, we will notify you through a notice on the Website home page. The date the privacy policy was last revised is identified at the top of the page. You are responsible for ensuring we have an up-to-date active and deliverable email address for you, and for periodically visiting our Website and this privacy policy to check for any changes.",Updated Privacy Policy
ra4,"Last Revised March 13, 2023.",Updated Privacy Policy
ra4,"This policy applies to information we collect:\n\nOn this Website.\nIn email, text, and other electronic messages between you and this Website.\nWhen you interact with our advertising and applications on third-party websites and services if those applications or advertising include links to this policy.\nFrom third party data brokers, which may include certain types of personal information, such as names and addresses, for purposes of helping our clients in their own marketing efforts.",Categories of Personal Information Collected
