RANumb,Text,Label
ra2,"We collect information from you when you register, login, place an order or fill out a form on our site.",Categories of Personal Information Collected
ra2,"When ordering or registering on our site, as appropriate, you may be asked to enter your: name, e-mail address or phone number.",Categories of Personal Information Collected
ra2,"This site is being monitored by one or more third-party monitoring software(s), and may capture information about your visit that will help us improve the quality of our service.",Categories of Personal Information Collected
ra2,"The specific pieces of personal information it has collected about that consumer.

The categories of sources from which the personal information is collected.",Description of Right to Know PI Collected
ra2,The business or commercial purpose for collecting or selling personal information.,Description of Right to Know PI sold / shared
ra2,The categories of third parties with whom the business shares personal information.,Description of Right to Know PI sold / shared
ra2,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected
ra2,"Please note that advertising sent on behalf of third-party advertisers is prepared days in advance, so users may continue to receive email offers from The Company for up to 10-days after unsubscribing, and 45-days after opting-out or deleting their record.",Description of Right to Opt-out of sale of PI
ra2,"We implement a variety of security measures to maintain the safety of your personal information when you place an order or enter, submit, or access your personal information.",Others
ra2,Yes (Cookies are small files that a site or its service provider transfers to your computers hard drive through your Web browser (if you allow) that enables the sites or service providers systems to recognize your browser and capture and remember certain information,Categories of Personal Information Collected
ra2,"Occasionally, at our discretion, we may include or offer third party products or services on our website. These third party sites have separate and independent privacy policies. We therefore have no responsibility or liability for the content and activities of these linked sites. Nonetheless, we seek to protect the integrity of our site and welcome any feedback about these sites.",Others
ra2,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",Categories of Personal Information Collected
ra2,"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer.
More information",Description of Right to Limit use of PI
ra2,"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.",Categories of Personal Information Collected
ra5,"Targeting Cookies
Targeting Cookies",Categories of Personal Information Collected
ra5,"Functional Cookies
Functional Cookies",Categories of Personal Information Collected
ra5,"Social Media Cookies
Social Media Cookies",Categories of Personal Information Collected
ra5,Strictly Necessary Cookies,Categories of Personal Information Collected
ra5,Performance Cookies,Categories of Personal Information Collected
ra5,"What information do we collect?
We collect information from you when you register, login, place an order or fill out a form on our site.

When ordering or registering on our site, as appropriate, you may be asked to enter your: name, e-mail address or phone number.",Description of Right to Know PI Collected
ra5,"When ordering or registering on our site, as appropriate, you may be asked to enter your: name, e-mail address or phone number.",Categories of Personal Information Collected
ra5,"Do we use cookies?
Yes (Cookies are small files that a site or its service provider transfers to your computers hard drive through your Web browser (if you allow) that enables the sites or service providers systems to recognize your browser and capture and remember certain information",Categories of Personal Information Collected
ra5,"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to",Categories of Personal Information Collected
ra5,These cookies enable the website to provide enhanced functionality and personalisation,Description of Right to Know PI Collected
ra1,"We collect information from you when you register, login, place an order or fill out a form on our site.",Categories of Personal Information Collected
ra1,"When ordering or registering on our site, as appropriate, you may be asked to enter your: name, e-mail address or phone number.",Categories of Personal Information Collected
ra1,may capture information about your visit,Categories of Personal Information Collected
ra1,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected
ra1,The categories of sources from which the personal information is collected.,Description of Right to Know PI Collected
ra1,The specific pieces of personal information it has collected about that consumer.,Description of Right to Know PI Collected
ra1,The categories of third parties with whom the business shares personal information.,Description of Right to Know PI sold / shared
ra1,"Yes (Cookies are small files that a site or its service provider transfers to your computers hard drive through your Web browser (if you allow) that enables the sites or service providers systems to recognize your browser and capture and remember certain information\n\nWe use cookies to help us remember and process the items in your shopping cart, understand and save your preferences for future visits and compile aggregate data about site traffic and site interaction so that we can offer better site experiences and tools in the future",Categories of Personal Information Collected
ra1,We do not sell,Categories of Personal Information Sold
ra1," trade, or otherwise transfer to outside parties your  personally identifiable information.",Categories of Personal Information Shared / Disclosed
ra1," This does not include trusted third parties who assist us in operating our website, conducting our business, or servicing you, so long as those parties agree to keep this information confidential. We may also release your information when we believe release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property, or safety. However, non-personally identifiable visitor information may be provided to other parties for marketing, advertising, or other uses",Categories of Personal Information Shared / Disclosed
ra1,"If we decide to change our privacy policy, we will post those changes on this page.",Updated Privacy Policy
ra1,"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience.",Categories of Personal Information Collected
ra1,"Because we respect your right to privacy, you can choose not to allow some types of cookies.",Description of Right to Limit use of PI
ra1,lick on the different category headings to find out more and change our default settings.,Methods to exercise rights
ra1,"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.",Categories of Personal Information Collected
