RANumb,Text,Label
ra5,"We collect Personal Information from the following sources: For Candidates who appear in our employment database, we collect information about you from third parties. We collect your Personal Information from your public profiles (such as professional social network sites and social media sites where you have publicly posted information), other public websites and web platforms, from data brokers or other data vendors, and from our business customers.",Categories of Personal Information Collected
ra5,"Sources of Personal Information If you are a Business User or a visitor of our Sites, we collect additional information directly from you. ",Categories of Personal Information Collected
ra5,"If you are a Business User or a visitor of our Sites, we also collect information from you passively",Categories of Personal Information Collected
ra5,We may combine information collected from our different Sites and Services. Marketing and Promotional Purposes:,Categories of Personal Information Collected
ra5,We use your Personal Information to:,Others
ra5,"Additionally, if you visit our Sites or use our Services, including if you are Business User, we collect the following additional categories of Personal Information: To allow business customers and Business Users to contact you about job opportunities and interact with you through HTM events; and",Others
ra5,"Provide you with other information from and about our Company, including personalized marketing communications.",Others
ra5,"Maintenance and Improvement of the Sites and Services: We use your contact information, other identifiers and internet activity and browsing history to:

Effective Date: April 12, 2022 Handle your customer services requests;

General Privacy Policy Monitor and improve the Sites and Services;

This website uses cookies to make the website work properly and to provide the most relevant products and services to our customers and site visitors. For more information, please check our Cookie Policy. Enhance your online experience and to enable us to provide you with an easier and more personalized experience and level of service;

Help us diagnose technical and service problems and administer our stores, websites and apps.",Others
ra5,"We will not use your Personal Information we collected for materially different, unrelated, or incompatible purposes other than the purposes indicated above without providing you notice.",Categories of Personal Information Collected
ra5,"We may allow social media, third-party advertisers and service providers to collect internet and other electronic activity data when you visit the Sites and Services. These companies include LinkedIn, Facebook and digital advertising networks. These companies collect information to help us analyze the performance of our advertising, and they may also track your activity across different websites and over time to provide advertising based on your interests.",Categories of Personal Information Shared / Disclosed
ra5,These third parties typically use cookies to collect internet and other electronic activity data,Categories of Personal Information Shared / Disclosed
ra5,"We cooperate with government and law enforcement officials and private parties to enforce and comply with the law. We may disclose Personal Information and any other information about you to government or law enforcement officials or private parties if, in our discretion, we believe it is necessary or appropriate in order to respond to legal requests ",Categories of Personal Information Shared / Disclosed
ra5,"To make a request, please use our self-service portal , email us at privacy@hireez.com using the email subject line “Opt-Out,” or by calling our Consumer Support Hotline: +1 408-831-1223 ext. 2",Methods to exercise rights
ra5,"As a California consumer, you have the following rights regarding how HTM processes your Personal Information: Right to Delete Information: Provides you the right to request HTM delete your Personal Information that HTM collected, upon a verifiable request, unless such Personal information was collected for the purpose of completing a transaction involving you; detecting security related incidents or illegal activities; debugging or fixing errors; protecting other consumers’ rights or other rights protected by law; preventing criminal offenses; engaging in scientific, historical or statistical reach in the public interest; internal uses that are reasonably aligned with your expectation; or compliance with a legal obligation.",Description of Right to Delete
ra5,"As a California consumer, you have the following rights regarding how HTM processes your Personal Information: Right to Equal Services and Prices: Provides you the right not to be discriminated against for exercising your rights under CCPA. Examples of discrimination include: denying goods or services to you, charging you different prices or rates for goods or services, providing you with a different level or quality of goods or services, or suggesting that you will receive a different price or rate for goods or services or a different level or quality of goods or services.",Description of Right to Non-discrimination on exercising rights
ra5,"Please note, we may need to retain certain data about you to ensure that we can continue to honor your request to opt out. We will maintain the minimum amount of information necessary for this purpose, and will not share this information with employers, recruiters or other users of our services",Description of Right to Delete
ra5,"4. How We Share Personal Information

Service Providers",Categories of Personal Information Shared / Disclosed
ra5,Our Business Customers and Business Users,Categories of Personal Information Shared / Disclosed
ra5,Advertising Partners,Categories of Personal Information Shared / Disclosed
ra5,Our Affiliates and in Corporate Transactions,Categories of Personal Information Shared / Disclosed
ra5,Compliance with Laws and Law Enforcement,Categories of Personal Information Shared / Disclosed
ra5,Customer Data Input or Uploaded by Business Users,Categories of Personal Information Collected
ra5,5. Cookies and Automated Data Collection Technologies,Categories of Personal Information Collected
ra5,C. Personal Information We Sold for the Preceding 12 Months,Categories of Personal Information Shared / Disclosed
ra5, ,Methods to exercise rights
ra5,"We collect contact information, professional and employment information and other identifiers directly from you when we set up your account, or when you fill out a form on our website, such as to sign up for an event or to receive our newsletter or other marketing communications.",Categories of Personal Information Collected
ra5,"We collect the following categories and types of “Personal Information” concerning Candidates: Contact Information: your first and last name, email addresses, phone number and/or mobile phone number;

1. Personal Information We Collect Professional or employment-related information: work history, job title, skills, years of experience and education information;",Categories of Personal Information Shared / Disclosed
ra5,"Effective Date: April 12, 2022",Updated Privacy Policy
ra5,You may contact us at the methods set out in Section 11 above to exercise your rights as a California consumer.,Methods to exercise rights
ra5,We only provide our Service Providers with the information necessary for them to perform these services on our behalf.,Categories of Personal Information Shared / Disclosed
ra5,"By sharing your Personal Information with our business customers and Business Users, we aspire to help you get to where you want to be professionally and personally, and hope that through our platform you will receive better job offers and career development opportunities from companies that you want to work with.",Categories of Personal Information Shared / Disclosed
