RANumb,Text,Label
ra5,"Data from SimioCloud customers: Examples include rosters of individual donors and their associated donation transaction details\nData from other information providers: Examples include data aggregators whose business it is to collect and compile non-sensitive personal identifiers and demographic information, collected from publicly-available sources and other sources such as surveys and questionnaires with appropriate notice regarding what information is collected, why it is being used, and with whom it is being shared. SimioCloud also collects summarized or aggregated purchase information and other aggregated or anonymous information.\nSimioCloud does not collect, and the SimioCloud products and services do not include, specific details about a purchase, detailed financial information, credit information, medical information or Social Security numbers.",Categories of Personal Information Collected
ra5,"The SimioCloud products and services are only made available to and for use by qualified companies, non-profit organizations and political organizations in their marketing, fundraising, customer service, and constituent service and outreach programs",Categories of Personal Information Shared / Disclosed
ra5,"To take advantage of your right to know, you must submit a request by filling out the form at simiocloud.com/access-deletion-form/.\n\nYou can also submit your request by mail or telephone.\n\nOur telephone number is 1-866-600-3430.\n\nOur mailing address is:\n\nSimio Cloud, LLC\nAttention: Consumer Requests\n10155 Westmoor Dr. Bldg. 3, Ste. 135\nWestminster, CO 80021",Methods to exercise rights
ra5,Categories of Sources from Which Personal Information Was Collected\n\nSimio Clients\n\nCustomer and Associated Transactional Information\nDonor and Associated Transactional Information\nInformation from Data Brokers\n\nDemographic Marketing Information\nConsumer-Provided Contact Information\nTelephone Companies\nSummarized or Aggregated Purchase Information\nSurveys and Questionnaires (with appropriate notice),Categories of Personal Information Collected
ra5,"Categories of Third Parties with Which Personal Information is Sold\n\nAgriculture, Forestry and Fishing (for example, farm cooperatives)\nAutomotive (for example, car manufacturers and dealerships)\nBusiness Services/Agency (for example, data brokers)\nCommunications (for example, wireless carriers)\nConstruction (for example, real estate development companies)\nConsumer Packaged Goods (for example, companies that sell personal and household products)\nEducation (e.g., colleges and universities)\nEnergy and Utilities (for example, electric and gas companies)\nEntertainment (for example, movie and television studios and streaming services)\nFinancial Services (for example, banks and investment companies)\nGovernment (for example, state and federal agencies and political parties and candidates)\nHealthcare (for example, hospitals)\nInsurance (for example, insurance carriers)\nManufacturing (for example, consumer product manufacturers)\nMedia and Publishing (for example, magazines, retail catalogs)\nNon-Profit (for example, charitable organizations)\nReal Estate (for example, real estate brokerage companies)\nRetail (for example, department stores, hardware stores)\nServices-Non Professional (for example, consulting firms)\nServices-Professional (for example, advertising agencies and financial planners)\nSports (for example, professional sports teams)\nTechnology (for example, software and hardware providers, social media platforms)\nTransportation (for example, railway companies, airlines, rental car companies)\nTravel and Tourism (for example, cruise lines, hotels, online travel services)",Categories of Personal Information Sold
ra5,"Categories of Service Providers with Whom Personal Information is Disclosed for a Business Purpose\n\nCloud computing and storage vendors; security contractors; consultants, analysis providers, marketing analytics platforms; programmatic advertising marketplaces/platforms; premium social publishers; measurement platforms; onboarding partners.",Categories of Personal Information Shared / Disclosed
ra5,"SimioCloud does not collect data directly from consumers for use in our products and services.  Please also note that SimioCloud does not collect biometric information from consumers (except as needed for the verification process in response to an access or deletion request).  Lastly, SimioCloud does not collect sensory information such as voice, visual, thermal, olfactory, or similar sensory information.",Categories of Personal Information Collected
ra5,"Disclosure And Sale Of Personal Information\nDuring the last year, SimioCloud has sold personal information it has collected to our third-party clients for their business purposes.  More specifically, SimioCloud’s products and services include licensing relevant personal information to our clients for the client’s own uses in enabling marketing and advertising campaigns.",Categories of Personal Information Sold
ra5,"Right To Delete and Correct Personal Information\nPursuant to the CCPA, California consumers have a right to request deletion and correction of personal information about them that SimioCloud has collected or maintained. SimioCloud will treat correction requests as a request to delete.",Description of Right to Delete
ra5,"To take advantage of your right to delete, you need to submit a request by filling out the form at simiocloud.com/access-deletion-form/..\n\nYou can also submit your request by mail or telephone.\n\nOur telephone number is 1-866-600-3430.\n\nOur mailing address is:\n\nSimio Cloud, LLC\nAttention: Consumer Requests\n10155 Westmoor Dr. Bldg. 3, Ste. 135\nWestminster, CO 80021",Methods to exercise rights
